,chr,start,end,Input_count,MeCP2_count,corresponding_loci,MeCP2_signal,loci_name
1055,chr2,81000001,85000000,1716201.0,2129549.0,chr2_83746826_83759988,0.3113293961103001,chr2_81000001_85000000
1056,chr2,82000001,86000000,1734734.0,2693040.0,chr2_84538638_84551810,0.6345211981722445,chr2_82000001_86000000
1057,chr2,82000001,86000000,1734734.0,2693040.0,chr2_84845448_84886200,0.6345211981722445,chr2_82000001_86000000
1058,chr2,83000001,87000000,1625863.0,2600676.0,chr2_85057051_85065646,0.6776809784041712,chr2_83000001_87000000
1059,chr2,83000001,87000000,1625863.0,2600676.0,chr2_85243976_85252721,0.6776809784041712,chr2_83000001_87000000
1060,chr2,84000001,88000000,1588317.0,2395147.0,chr2_86240145_86259611,0.5926153251445505,chr2_84000001_88000000
1061,chr2,86000001,90000000,1311025.0,885080.0,chr2_88745912_88759928,-0.5668154291191476,chr2_86000001_90000000
1062,chr2,89000001,93000000,1797160.0,7436877.0,chr2_91252917_91259969,2.048978054542313,chr2_89000001_93000000
1063,chr2,89000001,93000000,1797160.0,7436877.0,chr2_91317451_91327706,2.048978054542313,chr2_89000001_93000000
1064,chr2,91000001,95000000,2035699.0,12364442.0,chr2_93751220_93759953,2.6026009689066503,chr2_91000001_95000000
1065,chr2,94000001,98000000,1830850.0,1680364.0,chr2_96246868_96259931,-0.12373981411495732,chr2_94000001_98000000
1066,chr2,95000001,99000000,1847393.0,937967.0,chr2_97604628_97617275,-0.9778817355126165,chr2_95000001_99000000
1067,chr2,96000001,100000000,1798033.0,889072.0,chr2_98740004_98757539,-1.0160473363101652,chr2_96000001_100000000
1068,chr2,99000001,103000000,1707448.0,2734244.0,chr2_101249598_101259587,0.6793003505334214,chr2_99000001_103000000
1069,chr2,101000001,105000000,2101093.0,5513273.0,chr2_103751425_103759975,1.3917690199663884,chr2_101000001_105000000
1070,chr2,104000001,108000000,2037835.0,3962544.0,chr2_106251060_106259937,0.9593897113015991,chr2_104000001_108000000
1071,chr2,106000001,110000000,2029440.0,1838222.0,chr2_108748599_108759861,-0.14277067786354355,chr2_106000001_110000000
1072,chr2,108000001,112000000,1751784.0,1244179.0,chr2_110191256_110200731,-0.4936308365635308,chr2_108000001_112000000
1073,chr2,109000001,113000000,1751160.0,1819712.0,chr2_111240147_111259892,0.05539923179428645,chr2_109000001_113000000
1074,chr2,111000001,115000000,1803649.0,2442307.0,chr2_113751386_113759989,0.4373259501473802,chr2_111000001_115000000
1075,chr2,114000001,118000000,2141961.0,2535935.0,chr2_116250631_116259985,0.24358555511744495,chr2_114000001_118000000
1076,chr2,116000001,120000000,1976931.0,6049090.0,chr2_118298228_118309443,1.6134556074934217,chr2_116000001_120000000
1077,chr2,116000001,120000000,1976931.0,6049090.0,chr2_118752499_118759998,1.6134556074934217,chr2_116000001_120000000
1078,chr2,118000001,122000000,1874986.0,8261651.0,chr2_120642920_120660445,2.139550293732012,chr2_118000001_122000000
1079,chr2,119000001,123000000,1804401.0,6903095.0,chr2_121248932_121259438,1.9357233479942249,chr2_119000001_123000000
1080,chr2,120000001,124000000,1788392.0,5206079.0,chr2_122347872_122356095,1.5415342067710462,chr2_120000001_124000000
1081,chr2,120000001,124000000,1788392.0,5206079.0,chr2_122600801_122611020,1.5415342067710462,chr2_120000001_124000000
1082,chr2,121000001,125000000,1887963.0,3796841.0,chr2_123332550_123350310,1.0079690933319756,chr2_121000001_125000000
1083,chr2,121000001,125000000,1887963.0,3796841.0,chr2_123743442_123759904,1.0079690933319756,chr2_121000001_125000000
1084,chr2,122000001,126000000,1960962.0,3764388.0,chr2_124166739_124177225,0.940853757139373,chr2_122000001_126000000
1085,chr2,124000001,128000000,2108596.0,6054859.0,chr2_126246588_126258472,1.521810658129046,chr2_124000001_128000000
1086,chr2,125000001,129000000,2065826.0,7485917.0,chr2_127113501_127123339,1.857460308189229,chr2_125000001_129000000
1087,chr2,126000001,130000000,2015629.0,7959317.0,chr2_128340827_128351934,1.9814145179804046,chr2_126000001_130000000
1088,chr2,126000001,130000000,2015629.0,7959317.0,chr2_128750991_128759998,1.9814145179804046,chr2_126000001_130000000
1089,chr2,126000001,130000000,2015629.0,7959317.0,chr2_128754452_128771073,1.9814145179804046,chr2_126000001_130000000
1090,chr2,127000001,131000000,2020796.0,9100889.0,chr2_129895275_129905319,2.1710837900908557,chr2_127000001_131000000
1091,chr2,128000001,132000000,2037844.0,8603682.0,chr2_130473324_130487972,2.0779105871388777,chr2_128000001_132000000
1092,chr2,129000001,133000000,2032906.0,8151995.0,chr2_131248767_131259960,2.003609659008799,chr2_129000001_133000000
1093,chr2,129000001,133000000,2032906.0,8151995.0,chr2_131405025_131415339,2.003609659008799,chr2_129000001_133000000
1094,chr2,130000001,134000000,2072463.0,6790775.0,chr2_132260877_132310241,1.712229886738089,chr2_130000001_134000000
1095,chr2,131000001,135000000,2058451.0,5020941.0,chr2_133749992_133759943,1.2863986655936677,chr2_131000001_135000000
1096,chr2,133000001,137000000,2169395.0,2186501.0,chr2_135307187_135316302,0.011331247686429324,chr2_133000001_137000000
1097,chr2,133000001,137000000,2169395.0,2186501.0,chr2_135670388_135680581,0.011331247686429324,chr2_133000001_137000000
1098,chr2,134000001,138000000,2190891.0,1998417.0,chr2_136047398_136057164,-0.13266005521369417,chr2_134000001_138000000
1099,chr2,134000001,138000000,2190891.0,1998417.0,chr2_136216119_136228187,-0.13266005521369417,chr2_134000001_138000000
1100,chr2,134000001,138000000,2190891.0,1998417.0,chr2_136245363_136259983,-0.13266005521369417,chr2_134000001_138000000
1101,chr2,136000001,140000000,2120528.0,1682718.0,chr2_138740408_138759884,-0.3336301113631109,chr2_136000001_140000000
1102,chr2,137000001,141000000,2100573.0,1690639.0,chr2_139300502_139316775,-0.3132142880513576,chr2_137000001_141000000
1103,chr2,139000001,143000000,2171157.0,1777744.0,chr2_141250211_141259298,-0.2884164663289962,chr2_139000001_143000000
1104,chr2,141000001,145000000,2088970.0,3618911.0,chr2_143214057_143223333,0.7927638540971818,chr2_141000001_145000000
1105,chr2,141000001,145000000,2088970.0,3618911.0,chr2_143749403_143758174,0.7927638540971818,chr2_141000001_145000000
1106,chr2,141000001,145000000,2088970.0,3618911.0,chr2_143988214_143999067,0.7927638540971818,chr2_141000001_145000000
1107,chr2,144000001,148000000,2003476.0,5229043.0,chr2_146251979_146259974,1.384041706382238,chr2_144000001_148000000
1108,chr2,145000001,149000000,2102483.0,4458327.0,chr2_147191386_147199771,1.0844083008821928,chr2_145000001_149000000
1109,chr2,146000001,150000000,2106062.0,3749382.0,chr2_148179152_148188089,0.8321049116304898,chr2_146000001_150000000
1110,chr2,146000001,150000000,2106062.0,3749382.0,chr2_148697243_148707421,0.8321049116304898,chr2_146000001_150000000
1111,chr2,146000001,150000000,2106062.0,3749382.0,chr2_148748934_148757148,0.8321049116304898,chr2_146000001_150000000
1112,chr2,150000001,154000000,1607134.0,10298797.0,chr2_152691489_152699963,2.6799136978793796,chr2_150000001_154000000
1113,chr2,151000001,155000000,1693116.0,10963199.0,chr2_153747223_153759953,2.6949161053441473,chr2_151000001_155000000
1114,chr2,151000001,155000000,1693116.0,10963199.0,chr2_153937071_153945810,2.6949161053441473,chr2_151000001_155000000
1115,chr2,154000001,158000000,1813971.0,12115622.0,chr2_156251423_156260001,2.7396451759831946,chr2_154000001_158000000
1116,chr2,156000001,160000000,1934502.0,12767755.0,chr2_158606877_158614696,2.722470747678219,chr2_156000001_160000000
1117,chr2,156000001,160000000,1934502.0,12767755.0,chr2_158751950_158759976,2.722470747678219,chr2_156000001_160000000
1118,chr2,158000001,162000000,2066670.0,8064952.0,chr2_160229926_160239060,1.9643579052457016,chr2_158000001_162000000
1119,chr2,159000001,163000000,2075469.0,5617350.0,chr2_161154495_161166867,1.4364523122020898,chr2_159000001_163000000
1120,chr2,159000001,163000000,2075469.0,5617350.0,chr2_161248666_161259994,1.4364523122020898,chr2_159000001_163000000
1121,chr2,159000001,163000000,2075469.0,5617350.0,chr2_161788031_161799654,1.4364523122020898,chr2_159000001_163000000
1122,chr2,160000001,164000000,2010983.0,8791278.0,chr2_162791843_162802673,2.128172021387094,chr2_160000001_164000000
1123,chr2,161000001,165000000,1956153.0,9683388.0,chr2_163751411_163759697,2.30749268769769,chr2_161000001_165000000
1124,chr2,164000001,168000000,1802024.0,19811484.0,chr2_166151567_166159767,3.4586468201406073,chr2_164000001_168000000
1125,chr2,164000001,168000000,1802024.0,19811484.0,chr2_166251421_166259885,3.4586468201406073,chr2_164000001_168000000
1126,chr2,166000001,170000000,1844176.0,19245551.0,chr2_168752377_168759992,3.383476724206218,chr2_166000001_170000000
1127,chr2,167000001,171000000,1905900.0,16981954.0,chr2_169628896_169637172,3.1554581396374104,chr2_167000001_171000000
1128,chr2,169000001,173000000,1965983.0,11333214.0,chr2_171248495_171259880,2.5272343030770648,chr2_169000001_173000000
1129,chr2,170000001,174000000,1905755.0,13478930.0,chr2_172132642_172155589,2.8222714090490033,chr2_170000001_174000000
1130,chr2,170000001,174000000,1905755.0,13478930.0,chr2_172424300_172436124,2.8222714090490033,chr2_170000001_174000000
1131,chr2,170000001,174000000,1905755.0,13478930.0,chr2_172844150_172852688,2.8222714090490033,chr2_170000001_174000000
1132,chr2,171000001,175000000,1878493.0,13774765.0,chr2_173748299_173759982,2.874380061310123,chr2_171000001_175000000
1133,chr2,176000001,180000000,957417.0,7044187.0,chr2_178147161_178155385,2.8792138804392833,chr2_176000001_180000000
1134,chr2,176000001,180000000,957417.0,7044187.0,chr2_178508102_178517909,2.8792138804392833,chr2_176000001_180000000
1135,chr2,176000001,180000000,957417.0,7044187.0,chr2_178695618_178705173,2.8792138804392833,chr2_176000001_180000000
1136,chr2,176000001,180000000,957417.0,7044187.0,chr2_178751849_178759991,2.8792138804392833,chr2_176000001_180000000
1137,chr2,178000001,182000000,1996943.0,14968982.0,chr2_180439020_180448010,2.9061110522124225,chr2_178000001_182000000
1138,chr2,179000001,182113223,1545536.0,12144000.0,chr2_181252282_181259985,2.974064531629009,chr2_179000001_182113223
1139,chr3,1000001,5000000,678801.0,733091.0,chr3_3746347_3759974,0.11100360375351646,chr3_1000001_5000000
1140,chr3,4000001,8000000,1561698.0,1188431.0,chr3_6243369_6259730,-0.39405734994882585,chr3_4000001_8000000
1141,chr3,6000001,10000000,1720103.0,3908980.0,chr3_8751505_8759980,1.1842972469183213,chr3_6000001_10000000
1142,chr3,8000001,12000000,1743277.0,4446413.0,chr3_10133417_10144864,1.3508401313093366,chr3_8000001_12000000
1143,chr3,9000001,13000000,1614539.0,3421758.0,chr3_11241549_11259771,1.0836154400495068,chr3_9000001_13000000
1144,chr3,11000001,15000000,1512832.0,1160402.0,chr3_13749529_13759994,-0.3826270979651121,chr3_11000001_15000000
1145,chr3,12000001,16000000,1380143.0,1094855.0,chr3_14858911_14868170,-0.3340779405509756,chr3_12000001_16000000
1146,chr3,13000001,17000000,1416733.0,1340768.0,chr3_15099556_15111870,-0.07950826914493546,chr3_13000001_17000000
1147,chr3,14000001,18000000,1390968.0,1393252.0,chr3_16240408_16259968,0.0023669941402215257,chr3_14000001_18000000
1148,chr3,16000001,20000000,1705044.0,1874585.0,chr3_18751401_18759965,0.13676227415440417,chr3_16000001_20000000
1149,chr3,17000001,21000000,1766086.0,1871353.0,chr3_19311364_19321409,0.08352612787438521,chr3_17000001_21000000
1150,chr3,18000001,22000000,1864679.0,2013145.0,chr3_20011962_20023651,0.1105237930501706,chr3_18000001_22000000
1151,chr3,19000001,23000000,1793206.0,2040681.0,chr3_21020840_21033409,0.18650944566664254,chr3_19000001_23000000
1152,chr3,19000001,23000000,1793206.0,2040681.0,chr3_21240424_21257828,0.18650944566664254,chr3_19000001_23000000
1153,chr3,21000001,25000000,1780520.0,1469856.0,chr3_23745628_23759971,-0.27662381820385074,chr3_21000001_25000000
1154,chr3,24000001,28000000,1939800.0,3156876.0,chr3_26249842_26259981,0.7025896803596161,chr3_24000001_28000000
1155,chr3,24000001,28000000,1939800.0,3156876.0,chr3_26832401_26840727,0.7025896803596161,chr3_24000001_28000000
1156,chr3,25000001,29000000,1953617.0,3975651.0,chr3_27215257_27225889,1.0250434568422528,chr3_25000001_29000000
1157,chr3,25000001,29000000,1953617.0,3975651.0,chr3_27478273_27488068,1.0250434568422528,chr3_25000001_29000000
1158,chr3,25000001,29000000,1953617.0,3975651.0,chr3_27677317_27686855,1.0250434568422528,chr3_25000001_29000000
1159,chr3,26000001,30000000,1996525.0,4139466.0,chr3_28025606_28035696,1.0519535318105244,chr3_26000001_30000000
1160,chr3,26000001,30000000,1996525.0,4139466.0,chr3_28749246_28759924,1.0519535318105244,chr3_26000001_30000000
1161,chr3,29000001,33000000,1984763.0,4039198.0,chr3_31252162_31259967,1.0251021223168484,chr3_29000001_33000000
1162,chr3,31000001,35000000,1927273.0,4724598.0,chr3_33382622_33393488,1.2936306353403755,chr3_31000001_35000000
1163,chr3,31000001,35000000,1927273.0,4724598.0,chr3_33747224_33759220,1.2936306353403755,chr3_31000001_35000000
1164,chr3,33000001,37000000,1949669.0,4408496.0,chr3_35084995_35103087,1.177057335744351,chr3_33000001_37000000
1165,chr3,33000001,37000000,1949669.0,4408496.0,chr3_35338860_35349337,1.177057335744351,chr3_33000001_37000000
1166,chr3,34000001,38000000,1950971.0,5022752.0,chr3_36240220_36259969,1.3642857099153012,chr3_34000001_38000000
1167,chr3,35000001,39000000,1856046.0,4398180.0,chr3_37679282_37688669,1.2446741826936005,chr3_35000001_39000000
1168,chr3,36000001,40000000,1869052.0,3782706.0,chr3_38743040_38759962,1.0171119436880434,chr3_36000001_40000000
1169,chr3,39000001,43000000,1864239.0,2719635.0,chr3_41243377_41259943,0.5448262126576638,chr3_39000001_43000000
1170,chr3,41000001,45000000,1683513.0,1906527.0,chr3_43741276_43758714,0.17947210085296825,chr3_41000001_45000000
1171,chr3,44000001,48000000,1635585.0,858582.0,chr3_46250556_46259459,-0.9297789046350139,chr3_44000001_48000000
1172,chr3,46000001,50000000,1678920.0,959514.0,chr3_48747429_48759782,-0.8071577263102264,chr3_46000001_50000000
1173,chr3,48000001,52000000,1876644.0,3472059.0,chr3_50424070_50436035,0.8876364670292071,chr3_48000001_52000000
1174,chr3,48000001,52000000,1876644.0,3472059.0,chr3_50892868_50936756,0.8876364670292071,chr3_48000001_52000000
1175,chr3,49000001,53000000,1971428.0,5036138.0,chr3_51252180_51259849,1.3530767945948066,chr3_49000001_53000000
1176,chr3,51000001,55000000,2116409.0,6551145.0,chr3_53749965_53759776,1.630128623006577,chr3_51000001_55000000
1177,chr3,51000001,55000000,2116409.0,6551145.0,chr3_53761263_53773941,1.630128623006577,chr3_51000001_55000000
1178,chr3,52000001,56000000,2140316.0,5635117.0,chr3_54258453_54270654,1.396621750517731,chr3_52000001_56000000
1179,chr3,53000001,57000000,2101361.0,4169838.0,chr3_55076080_55084829,0.9886673066132352,chr3_53000001_57000000
1180,chr3,54000001,58000000,2061002.0,3534556.0,chr3_56243026_56259684,0.7781830946527164,chr3_54000001_58000000
1181,chr3,55000001,59000000,2048874.0,3298001.0,chr3_57799652_57813920,0.6867605708391351,chr3_55000001_59000000
1182,chr3,56000001,60000000,1920614.0,2459326.0,chr3_58093652_58119158,0.3566953873784809,chr3_56000001_60000000
1183,chr3,56000001,60000000,1920614.0,2459326.0,chr3_58750462_58759923,0.3566953873784809,chr3_56000001_60000000
1184,chr3,57000001,61000000,1942288.0,2390873.0,chr3_59239707_59249815,0.2997803604307347,chr3_57000001_61000000
1185,chr3,59000001,63000000,1832697.0,1544288.0,chr3_61246859_61259990,-0.24702645341094115,chr3_59000001_63000000
1186,chr3,60000001,64000000,1930270.0,1398293.0,chr3_62431827_62442690,-0.46513596473333124,chr3_60000001_64000000
1187,chr3,61000001,65000000,1648235.0,1302839.0,chr3_63751028_63759986,-0.3392631399341784,chr3_61000001_65000000
1188,chr3,64000001,68000000,1759444.0,2801869.0,chr3_66250777_66259999,0.6712699084729488,chr3_64000001_68000000
1189,chr3,66000001,70000000,2012575.0,3956597.0,chr3_68742348_68759853,0.9752175795360113,chr3_66000001_70000000
1190,chr3,69000001,73000000,1712775.0,2005866.0,chr3_71241159_71259886,0.22788958814796126,chr3_69000001_73000000
1191,chr3,71000001,75000000,1585544.0,900116.0,chr3_73746531_73759799,-0.816795071901159,chr3_71000001_75000000
1192,chr3,74000001,78000000,1693222.0,997572.0,chr3_76240156_76259777,-0.763278261730457,chr3_74000001_78000000
1193,chr3,76000001,80000000,1767147.0,1940811.0,chr3_78740016_78759918,0.13523757703786302,chr3_76000001_80000000
1194,chr3,76000001,80000000,1767147.0,1940811.0,chr3_78993534_79003851,0.13523757703786302,chr3_76000001_80000000
1195,chr3,79000001,83000000,1974584.0,2557436.0,chr3_81241704_81259929,0.37314939466130626,chr3_79000001_83000000
1196,chr3,80000001,84000000,1961695.0,2793580.0,chr3_82044028_82054615,0.5100143835117571,chr3_80000001_84000000
1197,chr3,81000001,85000000,2018432.0,4445946.0,chr3_83752567_83759986,1.1392554417092284,chr3_81000001_85000000
1198,chr3,81000001,85000000,2018432.0,4445946.0,chr3_83964709_83974961,1.1392554417092284,chr3_81000001_85000000
1199,chr3,84000001,88000000,1987380.0,7364371.0,chr3_86023175_86034025,1.8896945565106797,chr3_84000001_88000000
1200,chr3,84000001,88000000,1987380.0,7364371.0,chr3_86247922_86259995,1.8896945565106797,chr3_84000001_88000000
1201,chr3,85000001,89000000,1875324.0,8614486.0,chr3_87120574_87129646,2.1996248460482666,chr3_85000001_89000000
1202,chr3,85000001,89000000,1875324.0,8614486.0,chr3_87301814_87320325,2.1996248460482666,chr3_85000001_89000000
1203,chr3,86000001,90000000,1826149.0,11378023.0,chr3_88476488_88486772,2.6393735141876857,chr3_86000001_90000000
1204,chr3,86000001,90000000,1826149.0,11378023.0,chr3_88749058_88759986,2.6393735141876857,chr3_86000001_90000000
1205,chr3,88000001,92000000,1495043.0,9137696.0,chr3_90100797_90115167,2.611643467237431,chr3_88000001_92000000
1206,chr3,88000001,92000000,1495043.0,9137696.0,chr3_90295819_90313784,2.611643467237431,chr3_88000001_92000000
1207,chr3,89000001,93000000,1502487.0,6339004.0,chr3_91241820_91259980,2.076903670025311,chr3_89000001_93000000
1208,chr3,90000001,94000000,1361336.0,2515254.0,chr3_92227588_92290171,0.8856809047333221,chr3_90000001_94000000
1209,chr3,93000001,97000000,1576265.0,5715673.0,chr3_95520266_95533198,1.8584132810643186,chr3_93000001_97000000
1210,chr3,93000001,97000000,1576265.0,5715673.0,chr3_95517538_95535402,1.8584132810643186,chr3_93000001_97000000
1211,chr3,94000001,98000000,1744167.0,7159269.0,chr3_96249057_96259829,2.0372741065823194,chr3_94000001_98000000
1212,chr3,95000001,99000000,1817715.0,7272200.0,chr3_97311051_97322881,2.000265860329293,chr3_95000001_99000000
1213,chr3,95000001,99000000,1817715.0,7272200.0,chr3_97659593_97711204,2.000265860329293,chr3_95000001_99000000
1214,chr3,96000001,100000000,1817150.0,5847723.0,chr3_98742131_98759894,1.6861974596706157,chr3_96000001_100000000
1215,chr3,98000001,102000000,1899008.0,6232486.0,chr3_100439931_100448779,1.7145617538234186,chr3_98000001_102000000
1216,chr3,99000001,103000000,2022120.0,6812671.0,chr3_101248943_101259977,1.7523519227074333,chr3_99000001_103000000
1217,chr3,100000001,104000000,2041729.0,7744370.0,chr3_102170456_102179690,1.9233564923003346,chr3_100000001_104000000
1218,chr3,100000001,104000000,2041729.0,7744370.0,chr3_102703229_102712774,1.9233564923003346,chr3_100000001_104000000
1219,chr3,101000001,105000000,2019778.0,7786324.0,chr3_103121115_103132305,1.9467456478734324,chr3_101000001_105000000
1220,chr3,101000001,105000000,2019778.0,7786324.0,chr3_103412729_103423492,1.9467456478734324,chr3_101000001_105000000
1221,chr3,101000001,105000000,2019778.0,7786324.0,chr3_103571120_103579295,1.9467456478734324,chr3_101000001_105000000
1222,chr3,101000001,105000000,2019778.0,7786324.0,chr3_103750925_103759858,1.9467456478734324,chr3_101000001_105000000
1223,chr3,102000001,106000000,2043728.0,6972187.0,chr3_104661123_104673339,1.7704080636947241,chr3_102000001_106000000
1224,chr3,103000001,107000000,2052128.0,5555954.0,chr3_105911964_105922994,1.4369139338990744,chr3_103000001_107000000
1225,chr3,106000001,110000000,2095201.0,6123931.0,chr3_108750340_108759980,1.5473693743184638,chr3_106000001_110000000
1226,chr3,107000001,111000000,2078851.0,5949969.0,chr3_109033414_109045858,1.517095793961948,chr3_107000001_111000000
1227,chr3,109000001,113000000,1728272.0,1388860.0,chr3_111240366_111256084,-0.31542911055295514,chr3_109000001_113000000
1228,chr3,111000001,115000000,1379362.0,831582.0,chr3_113740051_113759781,-0.730070691871833,chr3_111000001_115000000
1229,chr3,114000001,118000000,1959282.0,2579809.0,chr3_116251600_116259989,0.3969391974807146,chr3_114000001_118000000
1230,chr3,115000001,119000000,2037780.0,2631114.0,chr3_117251976_117262892,0.3686754527970119,chr3_115000001_119000000
1231,chr3,115000001,119000000,2037780.0,2631114.0,chr3_117821911_117833025,0.3686754527970119,chr3_115000001_119000000
1232,chr3,116000001,120000000,2062723.0,2462322.0,chr3_118450473_118462875,0.25546933978772324,chr3_116000001_120000000
1233,chr3,116000001,120000000,2062723.0,2462322.0,chr3_118749492_118759988,0.25546933978772324,chr3_116000001_120000000
1234,chr3,119000001,123000000,2062715.0,4221433.0,chr3_121250719_121259980,1.033188315169963,chr3_119000001_123000000
1235,chr3,121000001,125000000,1956622.0,4590500.0,chr3_123750102_123760001,1.2302862329181832,chr3_121000001_125000000
1236,chr3,123000001,127000000,1904422.0,1980950.0,chr3_125882529_125894946,0.056839266260523304,chr3_123000001_127000000
1237,chr3,124000001,128000000,1845876.0,2055193.0,chr3_126248221_126259461,0.15496824089548317,chr3_124000001_128000000
1238,chr3,124000001,128000000,1845876.0,2055193.0,chr3_126654853_126664294,0.15496824089548317,chr3_124000001_128000000
1239,chr3,125000001,129000000,1907227.0,2204197.0,chr3_127713246_127723502,0.2087766056432286,chr3_125000001_129000000
1240,chr3,126000001,130000000,1914556.0,3582027.0,chr3_128747905_128759847,0.9037663528084036,chr3_126000001_130000000
1241,chr3,127000001,131000000,1943084.0,4497165.0,chr3_129604148_129613606,1.2106675468100012,chr3_127000001_131000000
1242,chr3,128000001,132000000,1974648.0,5267884.0,chr3_130275556_130285348,1.4156280755316224,chr3_128000001_132000000
1243,chr3,129000001,133000000,2002856.0,5582161.0,chr3_131251513_131259993,1.4787650360797948,chr3_129000001_133000000
1244,chr3,131000001,135000000,1904373.0,3624081.0,chr3_133481279_133497147,0.9282991209176866,chr3_131000001_135000000
1245,chr3,131000001,135000000,1904373.0,3624081.0,chr3_133752468_133760001,0.9282991209176866,chr3_131000001_135000000
1246,chr3,133000001,137000000,1940789.0,2821661.0,chr3_135621071_135630496,0.5399013913864522,chr3_133000001_137000000
1247,chr3,134000001,138000000,1977806.0,2740107.0,chr3_136247142_136259844,0.47033130964495107,chr3_134000001_138000000
1248,chr3,135000001,139000000,2014870.0,4155481.0,chr3_137616409_137640401,1.0443287210282317,chr3_135000001_139000000
1249,chr3,136000001,140000000,1966147.0,3388201.0,chr3_138751291_138759968,0.7851482733989964,chr3_136000001_140000000
1250,chr3,139000001,143000000,1897417.0,1811690.0,chr3_141245006_141259990,-0.06670066265172657,chr3_139000001_143000000
1251,chr3,141000001,145000000,2043562.0,3029745.0,chr3_143751926_143759974,0.568110359449344,chr3_141000001_145000000
1252,chr3,143000001,147000000,2059845.0,5115485.0,chr3_145854310_145863658,1.3123352475889307,chr3_143000001_147000000
1253,chr3,144000001,148000000,2038140.0,5143144.0,chr3_146252034_146259937,1.3353973937184982,chr3_144000001_148000000
1254,chr3,144000001,148000000,2038140.0,5143144.0,chr3_146329888_146339466,1.3353973937184982,chr3_144000001_148000000
1255,chr3,146000001,150000000,2151746.0,3778616.0,chr3_148744563_148759967,0.8123501259459207,chr3_146000001_150000000
1256,chr3,149000001,153000000,2020797.0,3516480.0,chr3_151247128_151259967,0.7992076095245632,chr3_149000001_153000000
1257,chr3,150000001,154000000,1945364.0,4984483.0,chr3_152304804_152314446,1.3574037480058891,chr3_150000001_154000000
1258,chr3,151000001,155000000,1998569.0,6268480.0,chr3_153748838_153759973,1.6491482741397125,chr3_151000001_155000000
1259,chr3,154000001,158000000,2063210.0,2926363.0,chr3_156245228_156257010,0.5042180686041849,chr3_154000001_158000000
1260,chr3,155000001,159000000,2001851.0,1658645.0,chr3_157181787_157191783,-0.2713294576405359,chr3_155000001_159000000
1261,chr3,156000001,160000000,1868954.0,1557304.0,chr3_158740019_158759984,-0.26318046171256637,chr3_156000001_160000000
1262,chr4,1000001,5000000,761323.0,1433291.0,chr4_3050169_3091212,0.9127509800247582,chr4_1000001_5000000
1263,chr4,1000001,5000000,761323.0,1433291.0,chr4_3488869_3528621,0.9127509800247582,chr4_1000001_5000000
1264,chr4,1000001,5000000,761323.0,1433291.0,chr4_3740013_3758882,0.9127509800247582,chr4_1000001_5000000
1265,chr4,4000001,8000000,1806342.0,1853345.0,chr4_6244031_6259998,0.03706039557181726,chr4_4000001_8000000
1266,chr4,4000001,8000000,1806342.0,1853345.0,chr4_6372118_6383985,0.03706039557181726,chr4_4000001_8000000
1267,chr4,6000001,10000000,1911428.0,3584149.0,chr4_8587053_8598914,0.906979756752839,chr4_6000001_10000000
1268,chr4,6000001,10000000,1911428.0,3584149.0,chr4_8751988_8760000,0.906979756752839,chr4_6000001_10000000
1269,chr4,7000001,11000000,1853004.0,3564026.0,chr4_9644944_9655344,0.9436418658804969,chr4_7000001_11000000
1270,chr4,8000001,12000000,1949220.0,4591332.0,chr4_10980986_10995737,1.2360158268345414,chr4_8000001_12000000
1271,chr4,9000001,13000000,1936146.0,3751689.0,chr4_11248368_11259854,0.9543524923728441,chr4_9000001_13000000
1272,chr4,10000001,14000000,1927621.0,2919453.0,chr4_12002515_12011999,0.5988766621374408,chr4_10000001_14000000
1273,chr4,11000001,15000000,1952547.0,2673759.0,chr4_13752092_13759955,0.45351215750289436,chr4_11000001_15000000
1274,chr4,14000001,18000000,1709838.0,1405962.0,chr4_16246144_16259600,-0.2823020401386643,chr4_14000001_18000000
1275,chr4,16000001,20000000,1643667.0,1190123.0,chr4_18741986_18759349,-0.4658073599680418,chr4_16000001_20000000
1276,chr4,19000001,23000000,1790423.0,1944045.0,chr4_21240933_21254099,0.11876113968701306,chr4_19000001_23000000
1277,chr4,20000001,24000000,1778851.0,1835883.0,chr4_22483449_22493938,0.04552844663450612,chr4_20000001_24000000
1278,chr4,21000001,25000000,1757051.0,2010543.0,chr4_23748082_23759578,0.19442912427094133,chr4_21000001_25000000
1279,chr4,22000001,26000000,1789584.0,1694361.0,chr4_24793730_24803351,-0.07888297541848156,chr4_22000001_26000000
1280,chr4,23000001,27000000,1695818.0,1280788.0,chr4_24994468_25006388,-0.40494964799790845,chr4_23000001_27000000
1281,chr4,23000001,27000000,1695818.0,1280788.0,chr4_25706534_25720530,-0.40494964799790845,chr4_23000001_27000000
1282,chr4,24000001,28000000,1650937.0,1197282.0,chr4_26241564_26259899,-0.4635220725519471,chr4_24000001_28000000
1283,chr4,26000001,30000000,1719077.0,986427.0,chr4_28740040_28759884,-0.8013499725660405,chr4_26000001_30000000
1284,chr4,26000001,30000000,1719077.0,986427.0,chr4_28844484_28855404,-0.8013499725660405,chr4_26000001_30000000
1285,chr4,29000001,33000000,1875463.0,3092834.0,chr4_31250804_31259983,0.7216826013912565,chr4_29000001_33000000
1286,chr4,30000001,34000000,1947922.0,4222791.0,chr4_32872041_32884504,1.1162609359066746,chr4_30000001_34000000
