loci_name,name,id,chr,chr_order,library,adjacent_genes_10kb_tss,adjacent_genes_50kb_tss,adjacent_genes_100kb_tss,adjacent_genes_200kb_tss,adjacent_genes_500kb_tss,adjacent_genes_1000kb_tss,adjacent_genes_1500kb_tss,adjacent_genes_2000kb_tss
chr9_109532055_109558895,9:109532055-109558895,539,9,89.0,CTP13,Fbxw15,Fbxw15,Fbxw15,Fbxw15; Fbxw22,3000002C10Rik; Atrip; Camp; Ccdc51; Cdc25a; Fbxw15; Fbxw22; Fbxw27; Map4; Mir7089; Nme6; Plxnb1; Shisa5; Spink8; Tma7; Trex1,3000002C10Rik; Arih2; Atrip; Camp; Ccdc51; Cdc25a; Celsr3; Col7a1; Cspg5; Dalrd3; Dhx30; Elp6; Fbxw15; Fbxw22; Fbxw27; Impdh2; Ip6k2; Kif9; Klhl18; Map4; Mir6236; Mir7089; Nckipsd; Ndufaf3; Nme6; P4htm; Pfkfb4; Plxnb1; Prkar2a; Ptpn23; Scap; Setd2; Shisa5; Slc25a20; Slc26a6; Smarcc1; Spink8; Tma7; Trex1; Ucn2; Uqcrc1; Wdr6,1700102P08Rik; 3000002C10Rik; 4930447F24Rik; Als2cl; Amigo3; Amt; Apeh; Arih2; Atrip; BC048562; Bsn; Camp; Ccdc12; Ccdc36; Ccdc51; Ccdc71; Ccrl2; Cdc25a; Celsr3; Col7a1; Cspg5; Dag1; Dalrd3; Dhx30; Elp6; Fbxw15; Fbxw22; Fbxw27; Gm10030; Gm35715; Gmppb; Gpx1; Impdh2; Ip6k2; Kif9; Klhdc8b; Klhl18; Lamb2; Lrrc2; Map4; Mir6236; Mir7089; Mst1; Myl3; Nbeal2; Nckipsd; Ndufaf3; Nicn1; Nme6; Nradd; P4htm; Pfkfb4; Plxnb1; Prkar2a; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Qars; Qrich1; Rhoa; Rnf123; Rps2-ps11; Rtp3; Scap; Setd2; Shisa5; Slc25a20; Slc26a6; Smarcc1; Spink8; Tcta; Tma7; Tmie; Trex1; Ucn2; Uqcrc1; Usp19; Usp4; Wdr6,1700102P08Rik; 3000002C10Rik; 4930447F24Rik; 4930535L15Rik; Als2cl; Amigo3; Amt; Apeh; Arih2; Atrip; BC048562; Bsn; Camkv; Camp; Ccdc12; Ccdc36; Ccdc51; Ccdc71; Ccrl2; Cdc25a; Cdhr4; Celsr3; Col7a1; Cspg5; Cyb561d2; Dag1; Dalrd3; Dclk3; Dhx30; Elp6; Epm2aip1; Fbxw15; Fbxw22; Fbxw27; Gm10030; Gm35715; Gmppb; Gnai2; Gnat1; Gpx1; Hyal1; Hyal2; Hyal3; Ifrd2; Impdh2; Ip6k1; Ip6k2; Kif9; Klhdc8b; Klhl18; Lamb2; Lrrc2; Lrrfip2; Lsmem2; Map4; Mir6236; Mir7089; Mlh1; Mon1a; Mst1; Mst1r; Myl3; Nbeal2; Nckipsd; Ndufaf3; Nicn1; Nme6; Nprl2; Nradd; P4htm; Pfkfb4; Plxnb1; Prkar2a; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Qars; Qrich1; Rassf1; Rbm5; Rbm6; Rhoa; Rnf123; Rp31-ps19; Rps2-ps11; Rtp3; Scap; Sema3b; Sema3f; Setd2; Shisa5; Slc25a20; Slc26a6; Slc38a3; Smarcc1; Spink8; Tcta; Tma7; Tmem115; Tmie; Traip; Trank1; Trex1; Tusc2; Uba7; Ucn2; Uqcrc1; Usp19; Usp4; Wdr6; Zmynd10
chr9_110429508_110438609,9:110429508-110438609,540,9,90.0,CTP13,intergenic,Kif9; Klhl18; Ptpn23,Kif9; Klhl18; Ptpn23; Scap; Setd2,Cspg5; Elp6; Kif9; Klhl18; Mir6236; Nradd; Ptpn23; Scap; Setd2,Als2cl; Ccdc12; Cspg5; Dhx30; Elp6; Gm35715; Kif9; Klhl18; Map4; Mir6236; Myl3; Nbeal2; Nradd; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Scap; Setd2; Smarcc1; Tmie,3000002C10Rik; Als2cl; Camp; Ccdc12; Ccrl2; Cdc25a; Cspg5; Dhx30; Elp6; Epm2aip1; Fbxw15; Fbxw27; Gm10030; Gm35715; Kif9; Klhl18; Lrrc2; Lrrfip2; Map4; Mir6236; Mir7089; Mlh1; Myl3; Nbeal2; Nme6; Nradd; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Rp31-ps19; Rtp3; Scap; Setd2; Smarcc1; Spink8; Tmie; Trank1,3000002C10Rik; Als2cl; Atrip; Camp; Ccdc12; Ccdc51; Ccrl2; Cdc25a; Col7a1; Cspg5; Dclk3; Dhx30; Elp6; Epm2aip1; Fbxw15; Fbxw22; Fbxw27; Gm10030; Gm35715; Kif9; Klhl18; Lrrc2; Lrrfip2; Map4; Mir6236; Mir7089; Mlh1; Myl3; Nbeal2; Nme6; Nradd; Pfkfb4; Plxnb1; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Rp31-ps19; Rtp3; Scap; Setd2; Shisa5; Smarcc1; Spink8; Stac; Tma7; Tmie; Trank1; Trex1; Ucn2,2310075C17Rik; 2900079G21Rik; 3000002C10Rik; Als2cl; Arih2; Arpp21; Atrip; BC048562; Camp; Ccdc12; Ccdc51; Ccdc71; Ccrl2; Cdc25a; Celsr3; Col7a1; Cspg5; Dalrd3; Dclk3; Dhx30; Elp6; Epm2aip1; Fbxw15; Fbxw22; Fbxw27; Gm10030; Gm35715; Impdh2; Ip6k2; Kif9; Klhdc8b; Klhl18; Lamb2; Lrrc2; Lrrfip2; Map4; Mir128-2; Mir6236; Mir7089; Mlh1; Myl3; Nbeal2; Nckipsd; Ndufaf3; Nme6; Nradd; P4htm; Pfkfb4; Plxnb1; Prkar2a; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Qars; Qrich1; Rp31-ps19; Rtp3; Scap; Setd2; Shisa5; Slc25a20; Slc26a6; Smarcc1; Spink8; Stac; Tma7; Tmie; Trank1; Trex1; Ucn2; Uqcrc1; Usp19; Wdr6
chr9_110907958_110918840,9:110907958-110918840,541,9,91.0,CTP13,intergenic,Als2cl; Lrrc2; Prss50; Tmie,Als2cl; Gm10030; Lrrc2; Prss43; Prss45; Prss50; Rtp3; Tmie,Als2cl; Ccrl2; Gm10030; Lrrc2; Lrrfip2; Myl3; Prss43; Prss45; Prss50; Pth1r; Rp31-ps19; Rtp3; Tmie,Als2cl; Ccdc12; Ccrl2; Epm2aip1; Gm10030; Gm35715; Kif9; Klhl18; Lrrc2; Lrrfip2; Mlh1; Myl3; Nbeal2; Nradd; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Rp31-ps19; Rtp3; Setd2; Tmie; Trank1,Als2cl; Ccdc12; Ccrl2; Cspg5; Dclk3; Dhx30; Elp6; Epm2aip1; Gm10030; Gm35715; Kif9; Klhl18; Lrrc2; Lrrfip2; Map4; Mir6236; Mlh1; Myl3; Nbeal2; Nradd; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Rp31-ps19; Rtp3; Scap; Setd2; Smarcc1; Stac; Tmie; Trank1,2310075C17Rik; 2900079G21Rik; 3000002C10Rik; Als2cl; Arpp21; Camp; Ccdc12; Ccrl2; Cdc25a; Cspg5; Dclk3; Dhx30; Elp6; Epm2aip1; Fbxw15; Fbxw27; Gm10030; Gm35715; Kif9; Klhl18; Lrrc2; Lrrfip2; Map4; Mir128-2; Mir6236; Mir7089; Mlh1; Myl3; Nbeal2; Nme6; Nradd; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Rp31-ps19; Rtp3; Scap; Setd2; Smarcc1; Spink8; Stac; Tmie; Trank1,2310075C17Rik; 2900079G21Rik; 3000002C10Rik; Als2cl; Arpp21; Atrip; Camp; Ccdc12; Ccdc51; Ccrl2; Cdc25a; Col7a1; Cspg5; Dclk3; Dhx30; Elp6; Epm2aip1; Fbxw15; Fbxw22; Fbxw27; Gm10030; Gm35715; Kif9; Klhl18; Lrrc2; Lrrfip2; Map4; Mir128-2; Mir6236; Mir7089; Mlh1; Myl3; Nbeal2; Nme6; Nradd; Pfkfb4; Plxnb1; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Rp31-ps19; Rtp3; Scap; Setd2; Shisa5; Smarcc1; Spink8; Stac; Tma7; Tmie; Trank1; Trex1; Ucn2
chr9_111249941_111259901,9:111249941-111259901,556,9,92.0,CTP11,intergenic,Epm2aip1; Mlh1,Epm2aip1; Mlh1; Trank1,Ccrl2; Dclk3; Epm2aip1; Lrrfip2; Mlh1; Rp31-ps19; Trank1,Als2cl; Ccrl2; Dclk3; Epm2aip1; Gm10030; Lrrc2; Lrrfip2; Mlh1; Prss43; Prss45; Prss50; Rp31-ps19; Rtp3; Stac; Tmie; Trank1,2310075C17Rik; 2900079G21Rik; Als2cl; Arpp21; Ccdc12; Ccrl2; Dclk3; Elp6; Epm2aip1; Gm10030; Gm35715; Kif9; Klhl18; Lrrc2; Lrrfip2; Mir128-2; Mir6236; Mlh1; Myl3; Nbeal2; Nradd; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Rp31-ps19; Rtp3; Scap; Setd2; Stac; Tmie; Trank1,2310075C17Rik; 2900079G21Rik; 3000002C10Rik; Als2cl; Arpp21; Camp; Ccdc12; Ccrl2; Cdc25a; Cspg5; Dclk3; Dhx30; Elp6; Epm2aip1; Fbxw27; Gm10030; Gm35715; Kif9; Klhl18; Lrrc2; Lrrfip2; Map4; Mir128-2; Mir6236; Mir7089; Mlh1; Myl3; Nbeal2; Nme6; Nradd; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Rp31-ps19; Rtp3; Scap; Setd2; Smarcc1; Spink8; Stac; Tmie; Trank1,2310075C17Rik; 2900079G21Rik; 3000002C10Rik; Als2cl; Arpp21; Camp; Ccdc12; Ccrl2; Cdc25a; Cspg5; Dclk3; Dhx30; Elp6; Epm2aip1; Fbxw15; Fbxw22; Fbxw27; Gm10030; Gm35715; Gm36251; Kif9; Klhl18; Lrrc2; Lrrfip2; Map4; Mir128-2; Mir6236; Mir7089; Mlh1; Myl3; Nbeal2; Nme6; Nradd; Prss43; Prss45; Prss50; Pth1r; Ptpn23; Rp31-ps19; Rtp3; Scap; Setd2; Smarcc1; Spink8; Stac; Tmie; Trank1
chr9_112450583_112462446,9:112450583-112462446,542,9,93.0,CTP13,intergenic,intergenic,intergenic,intergenic,2310075C17Rik; 2900079G21Rik; Arpp21; Mir128-2,2310075C17Rik; 2900079G21Rik; Arpp21; Gm36251; Gm36367; Gm36485; Mir128-2; Stac,2310075C17Rik; 2900079G21Rik; AU023762; Arpp21; Ccrl2; Clasp2; Dclk3; Epm2aip1; Gm10030; Gm36251; Gm36367; Gm36485; Gm36745; Gm7183; Lrrc2; Lrrfip2; Mir128-2; Mlh1; Pdcd6ip; Rp31-ps19; Rtp3; Stac; Trank1; Ubp1,2310075C17Rik; 2900079G21Rik; 4921528I07Rik; 4930520O04Rik; AU023762; Als2cl; Arpp21; Bcl2a1c; Ccdc12; Ccrl2; Clasp2; Crtap; Dclk3; Epm2aip1; Fbxl2; Glb1; Gm10030; Gm29825; Gm35715; Gm36251; Gm36367; Gm36485; Gm36745; Gm7183; Kif9; Klhl18; Lrrc2; Lrrfip2; Mir128-2; Mlh1; Myl3; Nbeal2; Nradd; Pdcd6ip; Prss43; Prss45; Prss50; Pth1r; Rp31-ps19; Rtp3; Setd2; Stac; Susd5; Tmie; Tmppe; Trank1; Ubp1
chr9_113747996_113759807,9:113747996-113759807,557,9,94.0,CTP11,Clasp2,Clasp2; Pdcd6ip,Clasp2; Pdcd6ip,AU023762; Clasp2; Gm36745; Pdcd6ip; Ubp1,AU023762; Clasp2; Fbxl2; Gm29825; Gm36367; Gm36485; Gm36745; Gm7183; Pdcd6ip; Susd5; Ubp1,4921528I07Rik; 4930520O04Rik; AU023762; Bcl2a1c; Ccr4; Clasp2; Cmtm6; Cnot10; Crtap; Dync1li1; Fbxl2; Glb1; Gm29825; Gm36251; Gm36367; Gm36485; Gm36745; Gm7183; Gm7780; Pdcd6ip; Susd5; Tmppe; Trim71; Ubp1,4921528I07Rik; 4930520O04Rik; AU023762; Bcl2a1c; Ccr4; Clasp2; Cmtm6; Cmtm7; Cmtm8; Cnot10; Crtap; Dync1li1; Fbxl2; Glb1; Gm26962; Gm29825; Gm36251; Gm36367; Gm36485; Gm36745; Gm4665; Gm7183; Gm7780; Gpd1l; Osbpl10; Pdcd6ip; Rps27rt; Susd5; Tmppe; Trim71; Ubp1,2310075C17Rik; 2900079G21Rik; 4921528I07Rik; 4930520O04Rik; AU023762; Arpp21; Bcl2a1c; Ccr4; Clasp2; Cmtm6; Cmtm7; Cmtm8; Cnot10; Crtap; D330037F02Rik; Dync1li1; Fbxl2; Glb1; Gm26962; Gm29825; Gm36251; Gm36367; Gm36485; Gm36745; Gm4665; Gm5921; Gm7183; Gm7780; Gm9487; Gpd1l; Mir128-2; Osbpl10; Pdcd6ip; Rps27rt; Stmn1-rs1; Stt3b; Susd5; Tmppe; Trim71; Ubp1
chr9_113781680_113795595,9:113781680-113795595,543,9,95.0,CTP13,intergenic,Clasp2,Clasp2; Pdcd6ip,AU023762; Clasp2; Gm36745; Pdcd6ip; Ubp1,AU023762; Clasp2; Fbxl2; Gm29825; Gm36367; Gm36485; Gm36745; Gm7183; Pdcd6ip; Susd5; Ubp1,4921528I07Rik; 4930520O04Rik; AU023762; Bcl2a1c; Ccr4; Clasp2; Cmtm6; Cmtm7; Cnot10; Crtap; Dync1li1; Fbxl2; Glb1; Gm29825; Gm36251; Gm36367; Gm36485; Gm36745; Gm7183; Gm7780; Pdcd6ip; Susd5; Tmppe; Trim71; Ubp1,4921528I07Rik; 4930520O04Rik; AU023762; Bcl2a1c; Ccr4; Clasp2; Cmtm6; Cmtm7; Cmtm8; Cnot10; Crtap; Dync1li1; Fbxl2; Glb1; Gm26962; Gm29825; Gm36251; Gm36367; Gm36485; Gm36745; Gm4665; Gm7183; Gm7780; Gpd1l; Osbpl10; Pdcd6ip; Rps27rt; Stmn1-rs1; Susd5; Tmppe; Trim71; Ubp1,2310075C17Rik; 2900079G21Rik; 4921528I07Rik; 4930520O04Rik; AU023762; Arpp21; Bcl2a1c; Ccr4; Clasp2; Cmtm6; Cmtm7; Cmtm8; Cnot10; Crtap; D330037F02Rik; Dync1li1; Fbxl2; Glb1; Gm26962; Gm29825; Gm36251; Gm36367; Gm36485; Gm36745; Gm4665; Gm5921; Gm7183; Gm7780; Gm9487; Gpd1l; Mir128-2; Osbpl10; Pdcd6ip; Rps27rt; Stmn1-rs1; Stt3b; Susd5; Tmppe; Trim71; Ubp1
chr9_116249033_116259999,9:116249033-116259999,558,9,96.0,CTP11,intergenic,intergenic,Gm4668; Tgfbr2,Gm4668; Tgfbr2,Gadl1; Gm16142; Gm4668; Gm9385; Tgfbr2,D330037F02Rik; Gadl1; Gm16142; Gm4668; Gm5921; Gm9385; Gm9487; Stmn1-rs1; Stt3b; Tgfbr2,Cmtm7; Cmtm8; D330037F02Rik; Gadl1; Gm16142; Gm26962; Gm4665; Gm4668; Gm5921; Gm9385; Gm9487; Gpd1l; Osbpl10; Rps27rt; Stmn1-rs1; Stt3b; Tgfbr2,4921528I07Rik; 4930520O04Rik; Azi2; Bcl2a1c; Ccr4; Cmc1; Cmtm6; Cmtm7; Cmtm8; Cnot10; Crtap; D330037F02Rik; Dync1li1; Gadl1; Glb1; Gm16142; Gm17399; Gm26962; Gm4665; Gm4668; Gm5921; Gm7780; Gm9385; Gm9487; Gpd1l; Osbpl10; Rbms3; Rps27rt; Stmn1-rs1; Stt3b; Tgfbr2; Tmppe; Trim71
chr9_118751319_118759956,9:118751319-118759956,559,9,97.0,CTP11,intergenic,intergenic,Gm10157,Ctdspl; Gm10157; Itga9,Acaa1b; Ctdspl; Dlec1; Eomes; Gm10157; Gm10608; Gm33460; Golga4; Itga9; Mir26a-1; Plcd1; Slc22a13; Vill,Acaa1a; Acaa1b; Acvr2b; Azi2; Cmc1; Ctdspl; Dlec1; Eomes; Exog; Gm10157; Gm10608; Gm17399; Gm33460; Golga4; Itga9; Mir26a-1; Myd88; Oxsr1; Plcd1; Rbms3; Scn10a; Scn5a; Slc22a13; Slc22a14; Vill; Xylb,Acaa1a; Acaa1b; Acvr2b; Azi2; Cmc1; Csrnp1; Ctdspl; Cx3cr1; Dlec1; Eomes; Exog; Gm10157; Gm10608; Gm17399; Gm2449; Gm33460; Gm33858; Gm5922; Golga4; Gorasp1; Itga9; Mir26a-1; Mobp; Myd88; Oxsr1; Plcd1; Rbms3; Rpsa; Scn10a; Scn11a; Scn5a; Slc22a13; Slc22a14; Slc25a38; Snora62; Ttc21a; Vill; Wdr48; Xylb,5830454E08Rik; Acaa1a; Acaa1b; Acvr2b; Azi2; Cmc1; Csrnp1; Ctdspl; Cx3cr1; D830035M03Rik; Dlec1; Eif1b; Entpd3; Eomes; Exog; Gm10157; Gm10608; Gm15565; Gm15566; Gm17399; Gm18101; Gm2449; Gm33460; Gm33858; Gm5922; Gm7229; Golga4; Gorasp1; Itga9; Mir26a-1; Mobp; Myd88; Myrip; Oxsr1; Plcd1; Rbms3; Rpl14; Rpsa; Scn10a; Scn11a; Scn5a; Slc22a13; Slc22a14; Slc25a38; Snora62; Ttc21a; Vill; Wdr48; Xylb
chr9_119425689_119434008,9:119425689-119434008,544,9,98.0,CTP13,intergenic,Acvr2b; Exog,Acaa1a; Acvr2b; Exog; Myd88; Slc22a14; Xylb,Acaa1a; Acvr2b; Exog; Myd88; Oxsr1; Scn5a; Slc22a14; Xylb,Acaa1a; Acaa1b; Acvr2b; Ctdspl; Dlec1; Exog; Gm10608; Gm2449; Mir26a-1; Myd88; Oxsr1; Plcd1; Scn10a; Scn11a; Scn5a; Slc22a13; Slc22a14; Vill; Wdr48; Xylb,Acaa1a; Acaa1b; Acvr2b; Csrnp1; Ctdspl; Cx3cr1; Dlec1; Eomes; Exog; Gm10157; Gm10608; Gm15565; Gm15566; Gm2449; Gm33460; Gm33858; Gm5922; Golga4; Gorasp1; Itga9; Mir26a-1; Mobp; Myd88; Myrip; Oxsr1; Plcd1; Rpsa; Scn10a; Scn11a; Scn5a; Slc22a13; Slc22a14; Slc25a38; Snora62; Ttc21a; Vill; Wdr48; Xylb,4930593C16Rik; 5830454E08Rik; Acaa1a; Acaa1b; Acvr2b; Azi2; Cmc1; Csrnp1; Ctdspl; Ctnnb1; Cx3cr1; D830035M03Rik; Dlec1; Eif1b; Entpd3; Eomes; Exog; Gm10157; Gm10608; Gm15565; Gm15566; Gm17399; Gm18101; Gm2449; Gm33460; Gm33858; Gm34425; Gm5922; Gm7229; Golga4; Gorasp1; Itga9; Mir26a-1; Mobp; Myd88; Myrip; Oxsr1; Plcd1; Rpl14; Rpsa; Scn10a; Scn11a; Scn5a; Slc22a13; Slc22a14; Slc25a38; Snora62; Ttc21a; Vill; Wdr48; Xylb,4930593C16Rik; 5830454E08Rik; Acaa1a; Acaa1b; Acvr2b; Azi2; Cmc1; Csrnp1; Ctdspl; Ctnnb1; Cx3cr1; D830035M03Rik; Dlec1; Eif1b; Entpd3; Eomes; Exog; Gm10157; Gm10608; Gm15565; Gm15566; Gm17399; Gm18101; Gm2449; Gm33460; Gm33858; Gm34425; Gm34655; Gm5922; Gm7229; Golga4; Gorasp1; Itga9; Mir26a-1; Mir7090; Mobp; Myd88; Myrip; Oxsr1; Plcd1; Rbms3; Rpl14; Rpsa; Scn10a; Scn11a; Scn5a; Slc22a13; Slc22a14; Slc25a38; Snora62; Trak1; Ttc21a; Ulk4; Vill; Wdr48; Xylb
chr9_121252615_121259973,9:121252615-121259973,560,9,99.0,CTP11,intergenic,Gm34655; Trak1; Ulk4,Gm34655; Trak1; Ulk4,Gm34655; Trak1; Ulk4,4930593C16Rik; Cck; Ctnnb1; E530011L22Rik; Gm18101; Gm34425; Gm34655; Lyzl4; Lyzl4os; Mir7090; Nktr; Sec22c; Trak1; Ulk4; Vipr1; Zfp651,1700048O20Rik; 4930593C16Rik; 5830454E08Rik; Ackr2; Ccdc13; Cck; Ctnnb1; Cyp8b1; D830035M03Rik; E530011L22Rik; Eif1b; Entpd3; Gm15565; Gm15566; Gm18101; Gm34425; Gm34655; Gm7229; Hhatl; Higd1a; Klhl40; Lyzl4; Lyzl4os; Mir7090; Myrip; Nktr; Pomgnt2; Rpl14; Sec22c; Snrk; Trak1; Ulk4; Vipr1; Zfp651,1700048O20Rik; 4930593C16Rik; 5830454E08Rik; 9530059O14Rik; A730085K08Rik; Abhd5; Ackr2; Ano10; Ccdc13; Cck; Csrnp1; Ctnnb1; Cx3cr1; Cyp8b1; D830035M03Rik; E530011L22Rik; Eif1b; Entpd3; Gm15565; Gm15566; Gm18101; Gm2449; Gm33858; Gm34425; Gm34655; Gm35501; Gm5922; Gm7229; Gorasp1; Hhatl; Higd1a; Klhl40; Lyzl4; Lyzl4os; Mir138-1; Mir7090; Mir8106; Mobp; Myrip; Nktr; Pomgnt2; Rpl14; Rpsa; Scn11a; Sec22c; Slc25a38; Snora62; Snrk; Topaz1; Trak1; Ttc21a; Ulk4; Vipr1; Wdr48; Zfp651,1110059G10Rik; 1700048O20Rik; 4930593C16Rik; 5830454E08Rik; 9530059O14Rik; A730085K08Rik; Abhd5; Acaa1a; Ackr2; Acvr2b; Ano10; Ccdc13; Cck; Cdcp1; Clec3b; Csrnp1; Ctnnb1; Cx3cr1; Cyp8b1; D830035M03Rik; E530011L22Rik; Eif1b; Entpd3; Exog; Exosc7; Gm15565; Gm15566; Gm18101; Gm2449; Gm33858; Gm34425; Gm34655; Gm35501; Gm35549; Gm5922; Gm7229; Gorasp1; Hhatl; Higd1a; Kif15; Klhl40; Lyzl4; Lyzl4os; Mir138-1; Mir7090; Mir8106; Mobp; Myd88; Myrip; Nktr; Oxsr1; Pomgnt2; Rpl14; Rpsa; Scn10a; Scn11a; Scn5a; Sec22c; Slc22a14; Slc25a38; Snora62; Snrk; Tcaim; Tgm4; Tmem42; Topaz1; Trak1; Ttc21a; Ulk4; Vipr1; Wdr48; Xylb; Zdhhc3; Zfp105; Zfp445; Zfp651; Zkscan7
chr9_123457587_123467505,9:123457587-123467505,545,9,100.0,CTP13,intergenic,Limd1,Lars2; Limd1; Sacm1l,Lars2; Limd1; Sacm1l; Scp2-ps2; Slc6a20b; Tmem158,Ccr9; Cdcp1; Clec3b; Cxcr6; Exosc7; Fyco1; Gm10052; Gm17021; Gm2774; Lars2; Limd1; Lztfl1; Sacm1l; Scp2-ps2; Slc6a20a; Slc6a20b; Tgm4; Tmem158; Tmem42; Xcr1; Zdhhc3,1110059G10Rik; 2010315B03Rik; 9530059O14Rik; Ccr1; Ccr2; Ccr3; Ccr5; Ccr9; Cdcp1; Clec3b; Cxcr6; Exosc7; Fyco1; Gm10052; Gm17021; Gm2774; Gm35501; Gm35549; Kif15; Lars2; Limd1; Lztfl1; Mir138-1; Nlrp4g; Sacm1l; Scp2-ps2; Slc6a20a; Slc6a20b; Tcaim; Tgm4; Tmem158; Tmem42; Topaz1; Xcr1; Zdhhc3; Zfp105; Zfp445; Zkscan7,1110059G10Rik; 2010315B03Rik; 9530059O14Rik; A730085K08Rik; Abhd5; Ano10; Ccr1; Ccr2; Ccr3; Ccr5; Ccr9; Cdcp1; Clec3b; Cxcr6; Exosc7; Fyco1; Gm10052; Gm17021; Gm2774; Gm35501; Gm35549; Kif15; Lars2; Limd1; Lztfl1; Mir138-1; Mir8106; Nlrp4g; Pomgnt2; Ppp2r3d; Sacm1l; Scp2-ps2; Slc6a20a; Slc6a20b; Snrk; Tcaim; Tgm4; Tmem158; Tmem42; Topaz1; Xcr1; Zdhhc3; Zfp105; Zfp445; Zkscan7,1110059G10Rik; 1700048O20Rik; 2010315B03Rik; 9530059O14Rik; A730085K08Rik; Abhd5; Ackr2; Ano10; Ccdc13; Cck; Ccr1; Ccr2; Ccr3; Ccr5; Ccr9; Cdcp1; Clec3b; Cxcr6; Cyp8b1; E530011L22Rik; Exosc7; Fyco1; Gm10052; Gm17021; Gm2774; Gm35501; Gm35549; Hhatl; Higd1a; Kif15; Klhl40; Lars2; Limd1; Lyzl4; Lyzl4os; Lztfl1; Mir138-1; Mir8106; Nktr; Nlrp4g; Pomgnt2; Ppp2r3d; Sacm1l; Scp2-ps2; Sec22c; Slc6a20a; Slc6a20b; Snrk; Tcaim; Tgm4; Tmem158; Tmem42; Topaz1; Vipr1; Xcr1; Zdhhc3; Zfp105; Zfp445; Zfp651; Zkscan7
chr9_123741973_123759929,9:123741973-123759929,561,9,101.0,CTP11,intergenic,Cxcr6; Gm17021; Lztfl1,Ccr9; Cxcr6; Fyco1; Gm10052; Gm17021; Lztfl1; Slc6a20a,Ccr9; Cxcr6; Fyco1; Gm10052; Gm17021; Gm2774; Lztfl1; Slc6a20a; Slc6a20b; Xcr1,Ccr1; Ccr2; Ccr3; Ccr5; Ccr9; Cxcr6; Fyco1; Gm10052; Gm17021; Gm2774; Lars2; Limd1; Lztfl1; Sacm1l; Scp2-ps2; Slc6a20a; Slc6a20b; Tmem158; Xcr1,1110059G10Rik; 2010315B03Rik; Ccr1; Ccr2; Ccr3; Ccr5; Ccr9; Cdcp1; Clec3b; Cxcr6; Exosc7; Fyco1; Gm10052; Gm17021; Gm2774; Gm35549; Kif15; Lars2; Limd1; Lztfl1; Nlrp4g; Ppp2r3d; Sacm1l; Scp2-ps2; Slc6a20a; Slc6a20b; Tcaim; Tgm4; Tmem158; Tmem42; Topaz1; Xcr1; Zdhhc3; Zfp105; Zfp445; Zkscan7,1110059G10Rik; 2010315B03Rik; 9530059O14Rik; A730085K08Rik; Abhd5; Ano10; Ccr1; Ccr2; Ccr3; Ccr5; Ccr9; Cdcp1; Clec3b; Cxcr6; Exosc7; Fyco1; Gm10052; Gm17021; Gm2774; Gm35501; Gm35549; Kif15; Lars2; Limd1; Lztfl1; Mir138-1; Mir8106; Nlrp4g; Ppp2r3d; Sacm1l; Scp2-ps2; Slc6a20a; Slc6a20b; Tcaim; Tgm4; Tmem158; Tmem42; Topaz1; Xcr1; Zdhhc3; Zfp105; Zfp445; Zkscan7,1110059G10Rik; 1700048O20Rik; 2010315B03Rik; 9530059O14Rik; A730085K08Rik; Abhd5; Ackr2; Ano10; Ccdc13; Ccr1; Ccr2; Ccr3; Ccr5; Ccr9; Cdcp1; Clec3b; Cxcr6; Cyp8b1; E530011L22Rik; Exosc7; Fyco1; Gm10052; Gm17021; Gm2774; Gm35501; Gm35549; Hhatl; Higd1a; Kif15; Klhl40; Lars2; Limd1; Lztfl1; Mir138-1; Mir8106; Nlrp4g; Pomgnt2; Ppp2r3d; Sacm1l; Scp2-ps2; Slc6a20a; Slc6a20b; Snrk; Tcaim; Tgm4; Tmem158; Tmem42; Topaz1; Xcr1; Zdhhc3; Zfp105; Zfp445; Zfp651; Zkscan7
chr10_3751513_3759997,10:3751513-3759997,563,10,0.0,CTP11,intergenic,Plekhg1,Plekhg1,Gm16148; Gm16149; Plekhg1,Gm16074; Gm16148; Gm16149; Gm30570; H60c; Iyd; Mthfd1l; Plekhg1; Ppp1r14c,Akap12; Ccdc170; Esr1; Gm16074; Gm16148; Gm16149; Gm30570; Gm3318; Gm8155; H60c; Iyd; Mthfd1l; Plekhg1; Ppp1r14c; Rmnd1; Zbtb2,Akap12; Ccdc170; Esr1; Gm16074; Gm16148; Gm16149; Gm30570; Gm3318; Gm8155; H60c; Iyd; Mthfd1l; Plekhg1; Ppp1r14c; Rmnd1; Zbtb2,Akap12; Ccdc170; Esr1; Gm16074; Gm16148; Gm16149; Gm30570; Gm3318; Gm8155; H60c; Iyd; Mthfd1l; Plekhg1; Ppp1r14c; Rmnd1; Syne1; Vip; Zbtb2
