,gene,chr,start,end
10686,Gm3970,chr5,122025329,122029697
10687,Gm3985,chr8,32888504,32950026
10688,Gm3993,chr12,20071881,20072217
10689,Gm40190,chr3,122293438,122303613
10690,Gm4027,chr12,87618868,87622955
10691,Gm4035,chr13,37421832,37435149
10692,Gm4064,chrY,2785164,2796205
10693,Gm4070,chr7,105895138,105953967
10694,Gm4076,chr13,85126998,85127514
10695,Gm4117,chr13,89739459,89887166
10696,Gm4133,chr7,20333141,20334065
10697,Gm4141,chr7,20575320,20576241
10698,Gm4175,chr7,21760530,21761475
10699,Gm4177,chr7,21795810,21796728
10700,Gm4187,chr7,22328793,22329717
10701,Gm4189,chr10,127289695,127290788
10702,Gm4201,chr7,22564422,22565343
10703,Gm4208,chr1,62821354,62832370
10704,Gm4211,chr13,80957664,80963730
10705,Gm4214,chr7,22983713,22984673
10706,Gm4216,chr7,23019005,23019923
10707,Gm4219,chr19,59943721,59948398
10708,Gm4221,chr18,54990309,55079414
10709,Gm42372,chr7,16983085,16988152
10710,Gm42416,chr18,36952740,37840200
10711,Gm42417,chr1,36530192,36539429
10712,Gm42419,chr7,43427669,43435991
10713,Gm4245,chr2,175692222,175703646
10714,Gm42457,chr3,116631670,116632209
10715,Gm42485,chr5,125361174,125370760
10716,Gm42487,chr5,111791554,111805689
10717,Gm42488,chr5,111939803,111944235
10718,Gm42491,chr5,112156236,112165244
10719,Gm42493,chr9,109448644,109460105
10720,Gm42505,chr5,37983692,37986070
10721,Gm42512,chr3,57953654,57958225
10722,Gm42523,chr9,111544003,111548940
10723,Gm42524,chr5,39458096,39477679
10724,Gm42530,chr5,90922731,90924902
10725,Gm42532,chr5,91051870,91074773
10726,Gm42538,chr3,101424614,101426936
10727,Gm42543,chr6,68880177,68880674
10728,Gm42560,chr5,34679522,34706831
10729,Gm42574,chr6,126822376,126825177
10730,Gm42575,chr5,74749881,74754438
10731,Gm4258,chr1,137898594,138000384
10732,Gm42582,chr6,21852417,21853483
10733,Gm42586,chr3,127861598,127865261
10734,Gm42590,chr5,131391599,131414718
10735,Gm42601,chr5,96879341,96891172
10736,Gm42609,chr3,55377456,55403122
10737,Gm42618,chr5,103346593,103348299
10738,Gm4262,chr16,11008897,11015186
10739,Gm42620,chr5,103513444,103533021
10740,Gm42624,chr5,133534589,133598406
10741,Gm42626,chr5,132546055,132550633
10742,Gm42641,chr9,109057932,109074120
10743,Gm42649,chr3,149304828,149345840
10744,Gm4265,chr7,129962164,129978669
10745,Gm42650,chr3,129745339,129750168
10746,Gm42654,chr5,120339499,120345968
10747,Gm42669,chr5,107507620,107580596
10748,Gm42695,chr3,34565264,34572202
10749,Gm42697,chr3,129728844,129740188
10750,Gm42705,chr3,143743376,143827012
10751,Gm42709,chr3,144101903,144135754
10752,Gm42711,chr5,43039736,43044061
10753,Gm42723,chr19,38300082,38315270
10754,Gm42730,chr5,73380559,73391102
10755,Gm42742,chr7,127015050,127021097
10756,Gm42743,chr3,96269720,96279001
10757,Gm42744,chr5,4784752,4799094
10758,Gm42749,chr5,105409366,105415670
10759,Gm42750,chr5,44865148,44877138
10760,Gm42754,chr3,108226786,108240247
10761,Gm42756,chr9,109537099,109552780
10762,Gm42762,chr9,110669328,110674954
10763,Gm42765,chr5,30529456,30543830
10764,Gm42784,chr3,41163047,41172663
10765,Gm42787,chr5,149128583,149129957
10766,Gm42788,chr5,149144262,149153540
10767,Gm4279,chr16,11688168,11691857
10768,Gm42792,chr5,104239312,104246702
10769,Gm428,chr4,73683515,73687558
10770,Gm42802,chr5,75153054,75153653
10771,Gm42806,chr5,29996140,30008798
10772,Gm42810,chr6,127873562,127877246
10773,Gm42812,chr3,85544315,85553389
10774,Gm42825,chr3,124839508,124936860
10775,Gm42827,chr3,126226326,126228357
10776,Gm42839,chr5,125086840,125090359
10777,Gm42848,chr5,34221161,34225984
10778,Gm4285,chr14,75843378,75844964
10779,Gm42854,chr5,116572526,116573495
10780,Gm42864,chr5,112649366,112652112
10781,Gm42875,chr5,128769523,128777837
10782,Gm42877,chr14,54067578,54125395
10783,Gm42878,chr5,121518612,121545482
10784,Gm42884,chr5,134552056,134558495
10785,Gm42890,chr3,105959502,105984600
10786,Gm42903,chr5,115349129,115353155
10787,Gm42904,chr5,151252304,151259264
10788,Gm42912,chr5,88793895,88813470
10789,Gm42914,chr5,106351534,106364234
10790,Gm42916,chr5,106369011,106370818
10791,Gm42921,chr3,37761036,37767297
10792,Gm42945,chr5,125958408,125965845
10793,Gm42947,chr3,156040101,156045856
10794,Gm42949,chr3,151333348,151337638
10795,Gm42952,chr5,125963529,125988428
10796,Gm42957,chr3,96635473,96653101
10797,Gm42962,chr6,38917097,38984325
10798,Gm42980,chr5,127578749,127580109
10799,Gm42982,chr5,44219682,44224003
10800,Gm42984,chr5,44226586,44243548
10801,Gm42985,chr5,44412792,44427592
10802,Gm43000,chr5,15993956,15997839
10803,Gm43003,chr3,35256461,35276131
10804,Gm4301,chr10,100335675,100336591
10805,Gm43016,chr5,50543641,50689221
10806,Gm4302,chr10,100340835,100341762
10807,Gm4303,chr10,100345989,100346859
10808,Gm43030,chr5,18481704,18490194
10809,Gm43049,chr3,140692037,140760704
10810,Gm4305,chr10,100351110,100351980
10811,Gm43050,chr5,119828447,119831920
10812,Gm43064,chr3,103809572,103838648
10813,Gm4307,chr10,100361337,100362247
10814,Gm43076,chr3,97730338,97736166
10815,Gm4308,chr10,100366498,100367412
10816,Gm43082,chr5,108360186,108363885
10817,Gm43086,chr5,90832327,90835951
10818,Gm43101,chr5,75727604,75735967
10819,Gm4312,chr10,100381646,100382560
10820,Gm43122,chr5,116642735,116830554
10821,Gm43132,chr5,11828045,11844359
10822,Gm43135,chr3,101691788,101699632
10823,Gm43140,chr3,33817255,33817946
10824,Gm43146,chr5,97143025,97149848
10825,Gm43153,chr5,149641609,149647790
10826,Gm43154,chr6,31605189,31798053
10827,Gm43156,chr5,147745515,147749176
10828,Gm43159,chr3,157527514,157534090
10829,Gm43177,chr5,52117311,52118523
10830,Gm4319,chr1,72107154,72122001
10831,Gm43194,chr3,134199947,134213238
10832,Gm43218,chr6,70240426,70240972
10833,Gm43248,chr5,99730853,99753973
10834,Gm43251,chr5,99039062,99171421
10835,Gm43255,chr3,36203288,36205623
10836,Gm43257,chr3,104409160,104417535
10837,Gm43261,chr5,77386598,77393683
10838,Gm43262,chr13,53403949,53414830
10839,Gm43265,chr16,69796134,69800381
10840,Gm43270,chr5,101703585,101705850
10841,Gm43277,chr5,119959242,119963380
10842,Gm43278,chr5,134747041,134822967
10843,Gm43291,chr6,70719073,70740554
10844,Gm43299,chr5,150822858,150866601
10845,Gm43301,chr5,122581468,122584853
10846,Gm43302,chr5,105214906,105293695
10847,Gm43303,chr5,45192668,45251929
10848,Gm43306,chr3,94368611,94377245
10849,Gm43325,chr5,6414398,6427065
10850,Gm43337,chrX,42489690,42491524
10851,Gm43346,chr3,81721675,81724030
10852,Gm43349,chr3,130923482,130924837
10853,Gm43356,chr3,136952789,136955093
10854,Gm43358,chr5,10930422,10946571
10855,Gm43376,chr3,55890305,55936699
10856,Gm43385,chr13,19162035,19193558
10857,Gm43388,chr16,19212659,19236776
10858,Gm4340,chr10,104194041,104196522
10859,Gm43401,chr3,94392970,94402848
10860,Gm43419,chr5,107048835,107056042
10861,Gm43454,chr5,39307119,39313295
10862,Gm43475,chr5,127108068,127108856
10863,Gm43477,chr5,71680267,71699824
10864,Gm43479,chr6,39240113,39242541
10865,Gm4349,chr3,95427670,95431087
10866,Gm43492,chr5,11022259,11038939
10867,Gm43507,chr5,44641483,44662153
10868,Gm43517,chr12,49385173,49394127
10869,Gm43525,chr3,20308406,20309915
10870,Gm4353,chr7,116082862,116084635
10871,Gm43536,chr3,38426551,38443874
10872,Gm43549,chr3,55578104,55582730
10873,Gm43568,chr3,122622254,122630168
10874,Gm43572,chr3,149005495,149007443
10875,Gm43597,chr5,150599931,150607003
10876,Gm43599,chr5,92290051,92302760
10877,Gm43603,chr3,135904343,136167184
10878,Gm43614,chr3,143107947,143157903
10879,Gm43617,chr3,151887302,151895101
10880,Gm43619,chr3,151988453,151992332
10881,Gm43639,chr5,11664166,11680823
10882,Gm43640,chr5,11577107,11593779
10883,Gm43645,chr5,138207507,138207972
10884,Gm43660,chr5,31560811,31569072
10885,Gm43666,chr3,33703354,33759616
10886,Gm43673,chr3,21702814,21712460
10887,Gm43683,chr5,52441158,52443252
10888,Gm43688,chr5,91911399,91913403
10889,Gm43691,chr3,138103915,138114717
10890,Gm43695,chr5,32739057,32739334
10891,Gm43698,chr5,67360386,67366599
10892,Gm43701,chr5,36748617,36750437
10893,Gm43714,chr3,88685023,88686397
10894,Gm43716,chr5,13748110,13808343
10895,Gm43732,chr9,109988966,109991834
10896,Gm43733,chr3,41521246,41528474
10897,Gm43734,chr3,97046655,97092785
10898,Gm43735,chr3,92113191,92119317
10899,Gm43740,chr3,92170220,92177907
10900,Gm43741,chr5,146795917,146806433
10901,Gm43742,chr3,144972123,144982560
10902,Gm43754,chr5,126724325,126727284
10903,Gm43757,chr5,126706913,126736252
10904,Gm43786,chr16,8680769,8683911
10905,Gm43801,chr5,73912895,73920421
10906,Gm43824,chr3,128610986,128887161
10907,Gm43832,chr3,153162727,153182815
10908,Gm43878,chr6,82823213,82841371
10909,Gm43902,chr6,81675945,81715232
10910,Gm43913,chr6,148915214,148920535
10911,Gm43915,chr6,120958843,120997498
10912,Gm43920,chr6,83962276,83965048
10913,Gm43938,chr6,53818742,53868183
10914,Gm43948,chr6,101059170,101198013
10915,Gm43951,chr11,72203951,72206840
10916,Gm43983,chr6,117495234,117500077
10917,Gm43986,chr6,4031840,4047585
10918,Gm43989,chr6,125010172,125049851
10919,Gm43998,chr6,16550386,16579873
10920,Gm44,chrX,90892141,90893134
10921,Gm44000,chr6,129047276,129049835
10922,Gm44006,chr6,124372161,124374805
10923,Gm44015,chr7,6651747,6662368
10924,Gm44026,chr6,54463684,54473170
10925,Gm44029,chr6,66451948,66465738
10926,Gm44031,chr6,73012042,73020360
10927,Gm44071,chr6,63324671,63328441
10928,Gm44077,chr6,52012600,52026986
10929,Gm44089,chr6,86084365,86087080
10930,Gm4409,chr6,79926413,80023156
10931,Gm44096,chr6,124492162,124494368
10932,Gm44107,chr6,100498514,100499914
10933,Gm44109,chr6,50799071,50803031
10934,Gm44110,chr6,71338885,71339535
10935,Gm44113,chr6,75968045,75974983
10936,Gm44115,chr6,148701997,148712269
10937,Gm44133,chr6,130987147,131003919
10938,Gm44134,chr6,131038180,131052469
10939,Gm44148,chr6,121255202,121272685
10940,Gm44169,chr6,101519654,101537292
10941,Gm44172,chr6,71451991,71458998
10942,Gm44174,chr6,71353034,71373284
10943,Gm44175,chr6,71354350,71360829
10944,Gm44188,chr6,102266099,102336674
10945,Gm4419,chr12,21417910,21419803
10946,Gm44191,chr6,51694308,51711081
10947,Gm44196,chr6,98507725,98697674
10948,Gm44197,chr6,98535245,98552107
10949,Gm44201,chr6,87597746,87599187
10950,Gm44204,chr6,89257819,89259136
10951,Gm44205,chr6,89269510,89285725
10952,Gm44217,chr6,7766393,7777681
10953,Gm44244,chr6,141866357,141875220
10954,Gm4425,chr12,22115755,22156646
10955,Gm44257,chr7,3378120,3390080
10956,Gm44271,chr6,79688844,79710914
10957,Gm44272,chr6,139555558,139557611
10958,Gm44275,chr6,135312154,135319561
10959,Gm44276,chr6,135289358,135341684
10960,Gm44278,chr6,91119823,91120935
10961,Gm44284,chr6,42328712,42350862
10962,Gm44293,chr6,134308950,134403415
10963,Gm44317,chr6,119570940,119578057
10964,Gm44386,chr6,86513890,86516273
10965,Gm44444,chr10,129409367,129410306
10966,Gm44447,chr6,51283531,51287855
10967,Gm4450,chr3,98445674,98457126
10968,Gm44501,chr17,40561506,40579549
10969,Gm44511,chr6,128780284,128826315
10970,Gm44514,chr7,127691934,127700793
10971,Gm44522,chr7,41060616,41089843
10972,Gm44574,chr5,122987682,123012874
10973,Gm44591,chr7,129398101,129403090
10974,Gm44597,chr6,125039815,125051542
10975,Gm44601,chr7,94368982,94372572
10976,Gm4461,chr17,33215260,33216351
10977,Gm44646,chr7,44501688,44504266
10978,Gm44649,chr7,80751821,80758612
10979,Gm44670,chr7,73185743,73189446
10980,Gm44685,chr7,27649425,27651059
10981,Gm44696,chr6,48374135,48395408
10982,Gm4473,chr10,120899156,120901888
10983,Gm44738,chr7,73626700,73627435
10984,Gm44756,chr7,43938056,43976573
10985,Gm44764,chr6,48847658,48863107
10986,Gm44793,chr7,24112453,24116600
10987,Gm44796,chr7,24213133,24214385
10988,Gm44805,chr7,19671583,19681423
10989,Gm44850,chr7,128215615,128220788
10990,Gm44854,chr7,126837211,126846388
10991,Gm44868,chr7,129658927,129731647
10992,Gm44875,chr7,126224246,126248238
10993,Gm44880,chr7,25584223,25594776
10994,Gm44904,chr7,75030193,75075164
10995,Gm44905,chr7,94042690,94709171
10996,Gm4491,chr14,57112505,57115883
10997,Gm44941,chr6,86372537,86375285
10998,Gm4498,chr7,20232907,20233828
10999,Gm44992,chr7,39869130,39978319
11000,Gm45004,chr7,74034631,74043738
11001,Gm45017,chr7,114851343,114854571
11002,Gm45025,chr7,115995273,116014145
11003,Gm45036,chr7,17392759,17424099
11004,Gm45050,chr6,72162848,72167707
11005,Gm45051,chr6,72347028,72348458
11006,Gm45052,chr7,63962239,63967744
11007,Gm45054,chr7,64034245,64040826
11008,Gm45057,chr14,50123230,50125043
11009,Gm45060,chr6,58964873,58972234
11010,Gm45062,chr6,8259449,8597480
11011,Gm45107,chr7,72110760,72113456
11012,Gm45108,chr7,128182378,128184096
11013,Gm45123,chr7,44484516,44485413
11014,Gm45151,chr7,116543655,116545755
11015,Gm45169,chr7,79586647,79592613
11016,Gm45193,chr6,57485120,57626030
11017,Gm45214,chr7,65212813,65213429
11018,Gm45218,chr6,91599231,91605514
11019,Gm45229,chr7,35135045,35141449
11020,Gm45234,chr6,124739188,124756021
11021,Gm4524,chr16,25956474,25960342
11022,Gm454,chr5,138203608,138207308
11023,Gm4553,chr7,142164695,142165739
11024,Gm4559,chr7,142273763,142274363
11025,Gm4567,chr7,22713610,22719710
11026,Gm4593,chr7,134425277,134501160
11027,Gm4598,chr7,24661293,24663109
11028,Gm4631,chr2,175321954,175338197
11029,Gm4640,chr6,117420576,117423617
11030,Gm4651,chr6,121064463,121069954
11031,Gm4665,chr9,115180403,115186058
11032,Gm4673,chr7,30956908,30961619
11033,Gm4675,chr14,118236231,118261199
11034,Gm4707,chr17,71458326,71460395
11035,Gm4723,chr2,175372435,175384201
11036,Gm4724,chr2,175422299,175435807
11037,Gm4737,chr16,46152996,46155077
11038,Gm4755,chr12,8764900,8771181
11039,Gm4763,chr7,24715022,24726908
11040,Gm4767,chr10,81812185,81826490
11041,Gm4775,chr14,106100752,106101157
11042,Gm4778,chr3,94264035,94266784
11043,Gm4781,chr10,100396286,100397072
11044,Gm4787,chr12,81376990,81379464
11045,Gm4788,chr1,139697622,139781243
11046,Gm4791,chr9,46998930,47003338
11047,Gm4792,chr10,94293664,94298703
11048,Gm4793,chr1,135584772,135599948
11049,Gm4799,chr10,82954343,82955000
11050,Gm4832,chr17,88125511,88131113
11051,Gm4836,chrX,28270709,28293632
11052,Gm4841,chr18,60268300,60273267
11053,Gm4846,chr1,166483612,166497588
11054,Gm4847,chr1,166628970,166647693
11055,Gm4858,chr3,93068822,93075505
11056,Gm4861,chr3,137550044,137552622
11057,Gm4869,chr5,140445644,140495071
11058,Gm4872,chr6,53221163,53224975
11059,Gm4876,chr6,17065009,17171833
11060,Gm4881,chr7,24927444,24944494
11061,Gm4884,chr7,41032718,41045302
11062,Gm4890,chr8,79295122,79308961
11063,Gm4906,chrX,11327821,11328151
11064,Gm4907,chrX,23882552,23907607
11065,Gm4922,chr10,18779812,18785011
11066,Gm4924,chr10,82354254,82422882
11067,Gm4926,chr11,46636515,46645006
11068,Gm4950,chr18,51865263,51865881
11069,Gm4951,chr18,60212079,60247820
11070,Gm4952,chr19,12599973,12628251
11071,Gm4956,chr1,21285245,21298312
11072,Gm4961,chr5,30092939,30097686
11073,Gm4969,chr7,19099045,19118368
11074,Gm4978,chr9,69450231,69451035
11075,Gm498,chr7,143866837,143900046
11076,Gm4981,chr10,58234847,58236701
11077,Gm4985,chrX,23957701,23958934
11078,Gm5,chr5,150499746,150502304
11079,Gm5039,chr12,88321046,88321481
11080,Gm5065,chr7,5350536,5360682
11081,Gm5069,chr1,180326969,180330550
11082,Gm5072,chrX,91392499,91393534
11083,Gm5082,chr13,41655696,41656524
11084,Gm5083,chr13,44121166,44125179
11085,Gm5084,chr13,60211932,60212934
11086,Gm5087,chr14,13157387,13284638
11087,Gm5089,chr14,122434853,122451115
11088,Gm5091,chr17,15231584,15240783
11089,Gm5092,chr17,21091207,21103347
11090,Gm5093,chr17,46439577,46440099
11091,Gm5096,chr18,87756285,87758143
11092,Gm5099,chr1,38132082,38159892
11093,Gm5103,chr3,51378023,51386324
11094,Gm5105,chr3,138048760,138067388
11095,Gm5106,chr5,8773576,8798523
11096,Gm5108,chr5,67941668,67977070
11097,Gm5111,chr6,48589444,48590584
11098,Gm5113,chr7,30169874,30182324
11099,Gm5114,chr7,39407293,39413160
11100,Gm5118,chr8,87093306,87100987
11101,Gm5127,chrX,106583185,106710557
11102,Gm5128,chrX,135373283,135383393
11103,Gm5129,chr5,29735636,29735936
11104,Gm5132,chrX,9571900,9572409
11105,Gm5134,chr10,75954513,76009591
11106,Gm5141,chr13,62772199,62785808
11107,Gm5142,chr14,59158502,59178749
11108,Gm5145,chr17,20570361,20571198
11109,Gm5148,chr3,37714189,37724490
11110,Gm5150,chr3,15946869,16006437
11111,Gm5160,chr18,14424867,14425311
11112,Gm5168,chrX,26028213,26051041
11113,Gm5169,chrX,25277604,25301455
11114,Gm5174,chr10,86655938,86657381
11115,Gm5177,chr10,10605944,10616313
11116,Gm5218,chr15,81499083,81499548
11117,Gm5225,chr17,24023858,24024182
11118,Gm5239,chr18,35536582,35536951
11119,Gm525,chr11,89073840,89093040
11120,Gm5269,chr1,45889524,45890273
11121,Gm527,chr12,64917910,64924591
11122,Gm5294,chr5,138819369,138821619
11123,Gm53,chr11,96251104,96264868
11124,Gm5346,chr8,43624950,43627276
11125,Gm5382,chrX,14211147,14211661
11126,Gm5407,chr16,49296647,49297394
11127,Gm5414,chr15,101624027,101628188
11128,Gm5415,chr1,32543685,32547294
11129,Gm5416,chr16,36210402,36217788
11130,Gm5420,chr10,21686410,21707440
11131,Gm5422,chr10,31248139,31251045
11132,Gm5424,chr10,62071014,62072609
11133,Gm5426,chr10,96136602,96136914
11134,Gm5431,chr11,48887421,48902152
11135,Gm5432,chr12,15817002,15888155
11136,Gm5434,chr12,36090378,36091829
11137,Gm5435,chr12,82495418,82496537
11138,Gm5441,chr12,117234520,117337022
11139,Gm5444,chr13,4771648,4836485
11140,Gm5447,chr13,30974203,30975976
11141,Gm5449,chr13,53525702,53526059
11142,Gm5458,chr14,19594138,19602581
11143,Gm5460,chr14,34041077,34046981
11144,Gm5464,chr14,66868849,66871005
11145,Gm5468,chr15,25414191,25414844
11146,Gm5475,chr15,100422146,100428150
11147,Gm5483,chr16,36184211,36188111
11148,Gm5493,chr17,22739943,22751509
11149,Gm5524,chr1,27884045,27902396
11150,Gm553,chr1,52522901,52582679
11151,Gm5532,chr1,155520172,155527143
11152,Gm5533,chr1,181851573,181853189
11153,Gm5535,chr2,144098814,144207990
11154,Gm5544,chr3,97930172,97967018
11155,Gm5546,chr3,104350634,104366613
11156,Gm5547,chr3,105815539,105817357
11157,Gm5570,chr6,60031966,60150045
11158,Gm5577,chr6,87980882,88005471
11159,Gm5580,chr6,116551140,116552502
11160,Gm5590,chr7,39445829,39449221
11161,Gm5591,chr7,38518138,38528193
11162,Gm5592,chr7,41153840,41290183
11163,Gm5595,chr7,42660104,42692742
11164,Gm5602,chr7,130861284,130866330
11165,Gm561,chr2,144594053,144595366
11166,Gm5615,chr9,36532396,36541963
11167,Gm5616,chr9,48450399,48450786
11168,Gm5617,chr9,48495344,48495964
11169,Gm5622,chr14,51552789,51662953
11170,Gm5627,chr9,102739647,102756685
11171,Gm5662,chr12,88270639,88274500
11172,Gm5678,chr16,93628096,93630451
11173,Gm568,chr4,47008315,47010781
11174,Gm5689,chr18,42173369,42173663
11175,Gm5725,chr7,21843343,21844267
11176,Gm5726,chr7,20544833,20545757
11177,Gm5728,chr7,20374492,20375410
11178,Gm5741,chr8,85067567,85067982
11179,Gm5771,chr6,41392355,41397230
11180,Gm5773,chr3,93772999,93774142
11181,Gm5784,chr12,19387808,19390286
11182,Gm5786,chr12,59081018,59081900
11183,Gm5795,chr14,3188254,3196681
11184,Gm5797,chr14,7323987,7332395
11185,Gm5800,chr14,51711642,51717183
11186,Gm5814,chr17,47410362,47410740
11187,Gm5819,chr18,8694076,8694541
11188,Gm5833,chr1,138640094,138682077
11189,Gm5860,chr4,82065430,82102808
11190,Gm5861,chr5,11183071,11187810
11191,Gm5868,chr5,72581637,72587551
11192,Gm5878,chr6,85111415,85126125
11193,Gm5886,chr6,133763998,133767404
11194,Gm5890,chr7,20260450,20262834
11195,Gm5891,chr7,21908664,21921291
11196,Gm5893,chr7,24818794,24840275
11197,Gm590,chr9,110914738,110916861
11198,Gm5914,chr8,105624335,105637485
11199,Gm5916,chr9,36119933,36128779
11200,Gm5926,chrX,32650715,32651426
11201,Gm5935,chrX,24753161,24775164
11202,Gm5938,chrX,78125466,78130403
11203,Gm5941,chrX,92489948,92490681
11204,Gm5946,chrX,150220715,150226021
11205,Gm595,chrX,48841465,48877713
11206,Gm597,chr1,28776116,28780252
11207,Gm6020,chr19,61183889,61183955
11208,Gm6026,chrY,2599098,2599434
11209,Gm6034,chr17,36042960,36058645
11210,Gm6040,chr8,20916489,20922071
11211,Gm6086,chr1,93990508,94017147
11212,Gm609,chr16,45411767,45492969
11213,Gm6096,chr7,34251037,34251493
11214,Gm6116,chr5,74949189,74966368
11215,Gm6117,chr6,31574966,31576723
11216,Gm6133,chr18,78349753,78350701
11217,Gm6135,chr3,133789514,133791504
11218,Gm614,chrX,101261375,101263992
11219,Gm6164,chr7,20204683,20205607
11220,Gm6169,chr13,97098236,97099296
11221,Gm6176,chr7,22050204,22056305
11222,Gm6205,chr5,94648381,94686353
11223,Gm6209,chr3,50516398,50607223
11224,Gm6225,chr18,3336415,3366863
11225,Gm6260,chr3,143670891,143712210
11226,Gm6277,chr18,11820675,11839337
11227,Gm6288,chr6,147438361,147476046
11228,Gm6297,chr4,40720153,40722398
11229,Gm6313,chr6,148606785,148614309
11230,Gm6358,chr16,89140850,89141339
11231,Gm6367,chr5,94988625,95026536
11232,Gm6377,chrX,109196755,109200439
11233,Gm6410,chr8,4678461,4688494
11234,Gm6455,chr5,10865028,10870808
11235,Gm6460,chr5,11594912,11599784
11236,Gm6471,chr7,142815251,142852266
11237,Gm648,chrX,56543873,56549606
11238,Gm6483,chr8,19682267,19698275
11239,Gm6498,chr14,48198715,48228413
11240,Gm6525,chr3,84174103,84175132
11241,Gm6559,chr6,51379709,51392791
11242,Gm6563,chr19,23675843,23676712
11243,Gm6567,chr7,73097748,73102068
11244,Gm6576,chr15,27025385,27026207
11245,Gm6578,chr6,12099517,12109583
11246,Gm6583,chr5,112353800,112356033
11247,Gm6588,chr5,112449425,112451738
11248,Gm6594,chr17,82539257,82539545
11249,Gm6600,chr6,130728160,130747623
11250,Gm6602,chr3,111881902,112082001
11251,Gm6619,chr6,131486399,131491493
11252,Gm6634,chr3,70772378,70807291
11253,Gm6639,chr3,35597151,35666163
11254,Gm6676,chr14,7116797,7125412
11255,Gm6685,chr11,28339103,28339867
11256,Gm6710,chr2,175869218,175881248
11257,Gm6729,chr10,86539882,86541334
11258,Gm6741,chr17,91236786,91238116
11259,Gm6760,chrX,64151404,64152198
11260,Gm6763,chr10,104151496,104153965
11261,Gm6768,chr12,119260933,119264272
11262,Gm6787,chrX,8097086,8106701
11263,Gm6793,chr8,112013432,112015036
11264,Gm6803,chr12,88018336,88018771
11265,Gm6811,chr17,21093171,21094704
11266,Gm6812,chrX,68892374,68893053
11267,Gm6878,chr14,67304887,67314711
11268,Gm6882,chr7,21425857,21432745
11269,Gm6899,chr11,26593240,26593862
11270,Gm6902,chr7,23272800,23278900
11271,Gm694,chr4,141432671,141436105
11272,Gm6970,chr19,47170468,47171134
11273,Gm6994,chr14,77479482,77506868
11274,Gm6999,chr14,79836711,79958726
11275,Gm7008,chr12,40222757,40229184
11276,Gm7030,chr17,36109718,36129425
11277,Gm7073,chrX,60436051,60539249
11278,Gm7075,chr10,63421400,63421739
11279,Gm7102,chr19,61174685,61176309
11280,Gm7104,chr12,88284534,88286055
11281,Gm7120,chr13,119487940,119610458
11282,Gm7137,chr10,77787489,77788200
11283,Gm7138,chr10,77776251,77776944
11284,Gm7160,chr1,105979349,105990282
11285,Gm7168,chr17,13948372,13950678
11286,Gm7221,chr7,42579782,42592547
11287,Gm7233,chr14,43179866,43187988
11288,Gm7271,chr5,76484039,76516649
11289,Gm7275,chr16,48073443,48074187
11290,Gm7276,chr18,77185005,77186257
11291,Gm7293,chr9,51621424,51624874
11292,Gm732,chrX,107945734,107948465
11293,Gm7325,chr17,45600970,45602102
11294,Gm7334,chr17,50698524,50699880
11295,Gm7347,chr5,26051882,26058581
11296,Gm7356,chr17,14000238,14001765
11297,Gm7437,chrX,30373538,30422500
11298,Gm7457,chr6,142814230,142833494
11299,Gm7489,chr15,53884905,53886597
11300,Gm7534,chr4,134190803,134203004
11301,Gm7535,chr17,17911038,17911947
11302,Gm7538,chr5,119194483,119200018
11303,Gm7579,chr7,142211858,142212590
11304,Gm7596,chr5,32390046,32397908
11305,Gm7598,chrX,38476460,38482486
11306,Gm7609,chr1,85199612,85213786
11307,Gm7628,chr9,109093843,109097796
11308,Gm765,chr6,98235707,98342754
11309,Gm7694,chr1,170298198,170306332
11310,Gm7714,chr5,88268918,88282835
11311,Gm773,chrX,56189826,56212881
11312,Gm7735,chr16,89169489,89169648
11313,Gm7808,chr9,19927895,19928282
11314,Gm7849,chr8,21455444,21456560
11315,Gm7854,chr5,43151685,43235355
11316,Gm7861,chr8,21593374,21594508
11317,Gm7879,chr5,43913143,43913917
11318,Gm7903,chrX,135433834,135443830
11319,Gm7932,chr6,48860328,48866083
11320,Gm7971,chr5,95590598,95594875
11321,Gm7976,chr16,95016369,95067017
11322,Gm7978,chr5,95731788,95736173
11323,Gm8013,chr5,96921271,96934867
11324,Gm805,chr12,86169340,86195102
11325,Gm807,chr13,99100705,99107580
11326,Gm8093,chr9,78427506,78430805
11327,Gm8098,chr11,30267463,30280491
11328,Gm8113,chr14,43925389,43933411
11329,Gm813,chr16,58613685,58616978
11330,Gm815,chr19,26885924,26888639
11331,Gm816,chr1,76890471,77027792
11332,Gm8186,chr17,26098871,26099257
11333,Gm8239,chr6,56581202,56652487
11334,Gm8251,chr1,44055951,44061936
11335,Gm826,chr2,160311392,160334162
11336,Gm8279,chr14,5131518,5139959
11337,Gm829,chr4,45683588,45723338
11338,Gm8298,chr3,59861050,59877313
11339,Gm830,chr4,95464723,95487394
11340,Gm8300,chr12,87514315,87518266
11341,Gm831,chr4,131487196,131505527
11342,Gm8325,chr3,60877013,60877587
11343,Gm833,chr4,152697539,152700515
11344,Gm8332,chr12,88249665,88250100
11345,Gm8369,chr19,11485937,11512577
11346,Gm8378,chr12,91674811,91686113
11347,Gm839,chr6,89211164,89216237
11348,Gm8394,chr10,85313487,85314439
11349,Gm8439,chr4,120588744,120609673
11350,Gm8444,chr15,81843342,81843699
11351,Gm8453,chr7,22228563,22229484
11352,Gm853,chr4,130209108,130222401
