gene_id	WT_rep1	WT_rep2	WT_rep3	R168X_rep1	R168X_rep2	R168X_rep3
1810006J02Rik	0.00	0.00	0.00	0.00	0.00	0.00
1810007C17Rik	0.00	1.00	3.00	1.00	0.00	1.00
1810007D17Rik	0.00	0.00	0.00	0.00	0.00	0.00
1810008I18Rik	0.00	0.00	0.00	0.00	0.00	0.00
1810009A15Rik	280.16	251.00	172.00	251.00	292.00	355.00
1810009J06Rik	0.00	0.00	0.00	0.00	1.00	0.00
1810010D01Rik	1.00	2.00	0.00	1.00	0.00	1.00
1810010H24Rik	29.00	22.00	12.00	30.00	31.00	31.00
1810012K16Rik	4.00	1.00	1.00	5.00	5.00	2.00
1810013A23Rik	1.00	0.00	0.00	0.00	0.00	0.00
1810013L24Rik	2180.00	1862.00	1457.00	2617.00	2091.00	2582.00
1810014B01Rik	13.78	8.66	13.00	14.38	17.33	17.85
1810018F18Rik	0.00	0.00	0.00	0.00	0.00	0.00
1810019D21Rik	1.00	3.00	0.00	3.00	2.00	2.00
1810020O05Rik	0.00	1.00	0.00	0.00	0.00	0.00
1810021B22Rik	17.00	10.00	4.00	7.00	4.00	12.00
1810022K09Rik	148.00	152.00	116.00	300.00	274.00	226.00
1810024B03Rik	0.00	0.00	0.00	0.00	1.00	2.00
1810026B05Rik	181.75	170.16	113.44	212.95	158.63	155.98
1810030O07Rik	415.00	317.00	304.00	414.00	386.00	522.00
1810032O08Rik	30.00	25.00	13.00	37.00	27.00	50.00
1810034E14Rik	2.00	2.00	2.00	0.00	1.00	1.00
1810037I17Rik	702.00	601.00	454.00	610.00	557.00	936.00
1810041H14Rik	1.00	1.00	0.00	1.00	1.00	3.00
1810043G02Rik	149.00	132.00	103.00	114.00	115.00	170.00
1810044D09Rik	7.00	7.00	13.00	13.00	9.00	18.00
1810046K07Rik	0.00	0.00	0.00	0.00	0.00	0.00
1810053B23Rik	1.00	0.00	1.00	0.00	0.00	0.00
1810055G02Rik	306.00	226.00	144.00	376.00	302.00	273.00
1810058I24Rik	827.00	722.00	512.00	601.00	544.00	775.00
1810062G17Rik	1.00	1.00	1.00	2.00	0.00	1.00
1810062O18Rik	2.00	1.00	2.00	0.00	3.00	2.00
1810063I02Rik	0.00	0.00	0.00	0.00	0.00	0.00
1810064F22Rik	1.00	0.00	0.00	0.00	0.00	0.00
1810065E05Rik	0.00	1.00	0.00	1.00	0.00	0.00
2010001A14Rik	22.00	22.00	10.00	13.00	18.00	24.00
2010003K11Rik	0.00	0.00	0.00	0.00	0.00	0.00
2010009K17Rik	0.00	0.00	0.00	0.00	0.00	0.00
2010010A06Rik	0.00	0.00	0.00	0.00	0.00	0.00
2010016I18Rik	0.00	0.00	1.00	0.00	0.00	0.00
2010106C02Rik	0.00	0.00	0.00	0.00	0.00	0.00
2010106E10Rik	0.00	0.00	0.00	0.00	0.00	0.00
2010109A12Rik	3.00	1.00	0.00	4.00	0.00	5.00
2010204K13Rik	7.00	11.00	5.00	2.00	3.00	9.00
2010300C02Rik	1.00	8.00	2.00	6.00	4.00	2.00
2010308F09Rik	0.00	0.00	2.00	0.00	0.00	0.00
2010310C07Rik	2.00	0.00	0.00	2.00	1.00	0.00
2010315B03Rik	127.87	81.23	76.16	132.00	132.00	132.02
2010320M18Rik	74.00	67.00	67.00	61.00	74.00	107.00
2200002D01Rik	7.00	4.00	5.00	4.00	1.00	7.00
2200002J24Rik	0.00	0.00	0.00	0.00	0.00	0.00
2210010C04Rik	0.00	0.00	0.00	0.00	0.00	0.00
2210011C24Rik	2.00	1.00	0.00	2.00	0.00	2.00
2210016F16Rik	488.00	381.00	298.00	370.00	352.00	562.00
2210016L21Rik	464.00	365.00	287.00	387.00	360.00	522.00
2210039B01Rik	1.00	1.00	0.00	1.00	1.00	0.00
2210404E10Rik	0.00	0.00	0.00	0.00	0.00	0.00
2210406O10Rik	2.00	4.00	1.00	0.00	1.00	2.00
2210407C18Rik	0.00	0.00	0.00	0.00	0.00	0.00
2210408F21Rik	20.00	9.00	13.00	5.00	7.00	17.00
2210408I21Rik	135.00	114.00	88.00	179.00	150.00	114.00
2210409D07Rik	0.00	0.00	0.00	0.00	0.00	0.00
2210409E12Rik	0.00	0.00	0.00	0.00	0.00	0.00
2210414B05Rik	0.00	0.00	0.00	0.00	0.00	0.00
2210416O15Rik	6.00	9.15	3.00	4.12	3.00	3.00
2210417A02Rik	0.00	0.00	0.00	0.00	0.00	0.00
2210418O10Rik	214.71	153.89	133.51	258.25	247.40	298.65
2210420H20Rik	0.00	0.00	0.00	0.00	0.00	0.00
2300002M23Rik	0.00	0.00	0.00	0.00	0.00	0.00
2300003K06Rik	0.00	0.00	0.00	0.00	0.00	0.00
2300009A05Rik	28.00	19.00	25.00	33.00	24.00	36.00
2310001H17Rik	4.00	3.00	0.00	0.00	1.00	2.00
2310001K24Rik	0.00	0.00	0.00	0.00	0.00	1.00
2310002D06Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310002F09Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310002L09Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310003N18Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310005A03Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310005E17Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310008N11Rik	0.00	0.00	1.00	0.00	0.00	0.00
2310009A05Rik	86.00	79.00	48.00	82.00	76.00	140.00
2310009B15Rik	47.00	32.00	30.00	36.00	29.00	35.00
2310010J17Rik	22.00	17.00	8.00	18.00	17.00	19.00
2310011J03Rik	349.00	272.00	219.00	256.00	225.00	456.00
2310015A10Rik	51.00	42.00	21.00	51.00	33.00	40.00
2310015D24Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310016D03Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310016G11Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310020H05Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310022A10Rik	319.00	243.00	215.00	353.00	287.00	405.00
2310022B05Rik	2094.00	1704.00	1323.00	1845.00	1306.00	1763.00
2310030A07Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310030G06Rik	5.00	8.00	4.00	10.00	7.00	11.00
2310033P09Rik	145.00	118.00	74.00	143.00	100.00	175.00
2310034C09Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310034G01Rik	6.00	12.00	4.00	3.00	7.00	12.00
2310034O05Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310039H08Rik	38.00	39.00	24.00	43.00	44.00	63.00
2310039L15Rik	1.00	0.00	0.00	0.00	0.00	0.00
2310040G24Rik	13.00	19.00	11.00	14.00	13.00	27.00
2310043L19Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310043M15Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310043O21Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310050C09Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310057J18Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310057M21Rik	313.00	236.00	199.00	363.00	308.00	387.00
2310057N15Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310061I04Rik	207.00	170.00	102.00	179.00	183.00	184.00
2310061N02Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310065F04Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310068J16Rik	8.00	7.00	3.00	3.00	4.00	6.00
2310069B03Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310069G16Rik	2.00	3.00	0.00	1.00	1.00	0.00
2310075C17Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310079G19Rik	0.00	0.00	0.00	0.00	0.00	0.00
2310081J21Rik	1.00	0.00	0.00	0.00	0.00	0.00
2400006E01Rik	9.00	7.00	3.00	9.00	6.00	12.00
2410002F23Rik	390.00	334.00	223.00	457.00	457.00	501.00
2410003L11Rik	40.00	30.00	21.00	65.00	43.00	60.00
2410004B18Rik	223.00	173.00	153.00	236.00	196.00	292.00
2410004I01Rik	0.00	0.00	0.00	0.00	0.00	0.00
2410004P03Rik	2.00	4.00	2.00	2.00	4.00	4.00
2410006H16Rik	350.00	258.00	207.00	231.00	262.00	421.00
2410012E07Rik	1.00	1.00	0.00	0.00	0.00	0.00
2410017I17Rik	0.00	0.00	0.00	0.00	0.00	0.00
2410018L13Rik	43.02	46.28	16.75	58.65	37.19	58.42
2410021H03Rik	0.00	0.00	0.00	0.00	0.00	0.00
2410022M11Rik	47.00	31.00	40.00	39.00	32.00	43.00
2410124H12Rik	0.00	0.00	1.00	0.00	0.00	0.00
2410131K14Rik	345.00	262.00	209.00	304.00	283.00	354.00
2410137M14Rik	0.00	0.00	0.00	0.00	0.00	0.00
2410141K09Rik	19.70	32.16	12.55	41.39	54.15	50.08
2500002B13Rik	19.00	10.00	9.00	7.00	18.00	23.00
2500004C02Rik	32.00	27.00	23.00	26.00	32.00	25.00
2510002D24Rik	53.00	30.00	31.00	44.00	41.00	76.00
2510003B16Rik	0.00	1.00	1.00	4.00	4.00	0.00
2510009E07Rik	2632.00	2204.00	1595.00	3692.00	2932.00	3233.00
2510039O18Rik	803.00	691.00	487.00	887.00	661.00	717.00
2610001J05Rik	613.00	539.00	402.00	574.00	571.00	648.00
2610002M06Rik	425.00	393.00	287.00	562.00	533.00	567.00
2610005L07Rik	551.05	386.51	318.80	565.40	448.33	649.21
2610008E11Rik	1396.00	1147.00	910.00	1340.00	1192.00	1585.00
2610016A17Rik	2.00	1.00	3.00	5.00	3.00	4.00
2610020C07Rik	6.00	8.00	8.00	8.00	7.00	10.00
2610024D14Rik	15.00	27.02	15.00	24.00	12.00	15.00
2610027K06Rik	2.00	1.00	0.00	1.00	2.00	0.00
2610028E06Rik	1.00	0.00	0.00	1.00	1.00	0.00
2610028H24Rik	0.00	0.00	0.00	0.00	0.00	0.00
2610035D17Rik	35.00	28.00	25.00	64.00	45.00	60.00
2610035F20Rik	23.00	19.00	15.00	11.00	15.00	20.00
2610037D02Rik	16.00	14.00	7.00	13.00	14.00	22.00
2610042L04Rik	3.72	2.24	1.30	0.00	2.61	2.44
2610044O15Rik8	172.32	145.34	118.84	177.87	164.89	218.92
2610203C22Rik	7.00	2.00	7.00	10.00	6.00	7.00
2610206C17Rik	2.00	4.00	0.00	3.00	4.00	5.00
2610301B20Rik	279.00	249.00	168.00	362.00	358.00	389.00
2610306M01Rik	91.00	70.00	62.00	82.00	57.00	110.00
2610307P16Rik	86.00	74.00	60.00	100.00	92.00	115.00
2610316D01Rik	4.00	3.00	5.00	3.00	0.00	3.00
2610318M16Rik	0.00	0.00	0.00	0.00	0.00	0.00
2610318N02Rik	17.00	15.00	22.00	27.00	16.00	21.00
2610507B11Rik	5961.00	4845.00	3803.00	5397.00	3813.00	4329.00
2610507I01Rik	28.00	19.00	16.00	37.00	26.00	34.00
2610524H06Rik	168.57	128.77	111.39	189.06	143.00	234.14
2610528A11Rik	3.00	2.00	2.00	3.00	0.00	2.00
2610528J11Rik	0.00	0.00	0.00	0.00	0.00	0.00
2700012I20Rik	5.00	4.00	3.00	7.00	3.00	3.00
2700038G22Rik	20.00	10.00	9.00	9.00	17.00	20.00
2700046A07Rik	0.00	0.00	0.00	1.00	0.00	1.00
2700046G09Rik	25.00	29.00	14.00	35.00	22.00	29.00
2700049A03Rik	611.00	450.00	369.00	622.00	518.00	569.00
2700054A10Rik	21.00	21.00	19.00	38.00	41.00	35.00
2700062C07Rik	132.00	132.00	92.00	179.00	126.00	201.00
2700069I18Rik	5.00	6.00	7.00	1.00	2.00	4.00
2700070H01Rik	0.00	2.00	2.00	8.00	8.00	3.00
2700081O15Rik	1872.00	1434.00	1150.00	2591.00	1994.00	2395.00
2700089I24Rik	0.00	0.00	0.00	0.00	0.00	0.00
2700097O09Rik	41.00	32.00	21.00	55.00	41.00	64.00
2700099C18Rik	19.53	15.37	9.31	19.56	15.02	19.66
2810001G20Rik	75.00	55.00	33.00	60.00	58.00	110.00
2810002D19Rik	87.00	46.00	58.00	123.00	116.00	148.00
2810004N23Rik	277.00	266.00	190.00	298.00	276.00	363.00
2810006K23Rik	151.00	106.00	73.00	134.00	136.00	159.00
2810013P06Rik	142.00	119.00	84.00	174.00	151.00	230.00
2810021J22Rik	247.64	197.67	145.03	277.20	256.23	321.62
2810025M15Rik	341.00	285.00	217.00	288.00	278.00	377.00
2810029C07Rik	23.00	22.00	12.00	28.00	21.00	26.00
2810032G03Rik	33.00	38.00	21.00	38.00	34.00	42.00
2810047C21Rik1	423.97	377.31	261.45	559.91	530.02	761.43
2810049E08Rik	0.00	0.00	0.00	0.00	0.00	0.00
2810403D21Rik	9.00	2.00	6.00	5.00	1.00	11.00
2810404M03Rik	0.00	0.00	0.00	0.00	0.00	0.00
2810405F15Rik	0.00	0.00	0.00	0.00	0.00	0.00
2810408A11Rik	122.00	113.00	80.00	69.00	66.00	109.00
2810408I11Rik	29.00	21.00	24.00	31.00	19.00	28.00
2810410L24Rik	46.00	38.00	29.00	61.00	45.00	54.00
2810414N06Rik	11.00	4.00	3.00	9.00	7.00	7.00
2810429I04Rik	4.00	1.00	0.00	4.00	5.92	0.00
2810433D01Rik	3.00	6.00	5.00	8.00	5.00	7.00
2810442N19Rik	0.00	1.00	2.00	4.00	0.00	0.00
2810454H06Rik	38.00	32.00	16.00	26.00	36.00	34.00
2810459M11Rik	77.00	36.00	45.00	48.00	29.00	47.00
2810468N07Rik	4.00	3.00	0.00	4.00	6.00	11.00
2810471M01Rik	1.00	5.00	6.00	10.00	13.00	12.00
2900005J15Rik	0.00	1.00	1.00	1.00	0.00	1.00
2900009J06Rik	2.00	2.00	3.00	1.00	4.00	4.00
2900011O08Rik	242.00	255.00	166.00	253.00	240.00	295.00
2900026A02Rik	497.59	387.55	310.00	497.00	336.50	402.50
2900040C04Rik	0.00	0.00	0.00	0.00	0.00	0.00
2900041M22Rik	3.00	3.00	0.00	0.00	0.00	0.00
2900052L18Rik	114.00	72.00	57.00	88.00	78.00	77.00
2900052N01Rik	42.00	18.00	19.00	31.00	34.00	40.00
2900055J20Rik	6.00	6.00	6.00	9.00	7.00	6.00
2900057B20Rik	0.00	0.00	0.00	0.00	0.00	0.00
2900060B14Rik	2.00	5.00	6.00	2.00	8.00	6.00
2900076A07Rik	51.00	46.00	40.00	73.00	65.00	77.00
2900079G21Rik	0.00	0.00	0.00	0.00	0.00	0.00
2900092C05Rik	0.00	0.00	0.00	0.00	0.00	0.00
2900092D14Rik	56.00	36.00	36.00	54.00	42.00	34.00
2900093K20Rik	17.00	16.00	5.00	22.00	15.00	26.00
2900097C17Rik	8482.00	6909.00	5680.00	7743.00	5415.00	7159.00
3000002C10Rik	43.00	25.00	29.00	34.00	29.00	37.87
3010001F23Rik	9.00	7.00	9.00	10.00	8.00	17.00
3010003L21Rik	41.00	50.00	34.00	59.00	47.00	59.00
3100003L05Rik	0.00	0.00	0.00	0.00	0.00	0.00
3110009E18Rik	20.00	18.00	21.00	25.00	24.00	25.00
3110009F21Rik	0.00	0.00	0.00	0.00	0.00	0.00
3110015C05Rik	2.00	0.00	0.00	0.00	3.00	1.00
3110021A11Rik	7.00	6.00	5.00	7.00	10.00	3.00
3110039I08Rik	115.00	93.00	81.00	94.00	64.00	70.00
3110039M20Rik	4.00	1.00	4.00	3.00	4.00	2.00
3110040N11Rik	92.00	65.00	54.00	58.00	55.00	90.00
3110045C21Rik	9.00	6.00	4.00	6.00	7.00	12.00
3110056K07Rik	47.00	32.00	21.00	39.00	29.00	38.00
3110070M22Rik	22.00	11.00	16.00	23.00	21.00	17.00
3110082I17Rik	78.00	80.00	63.00	47.00	55.00	74.00
3110082J24Rik	0.00	0.00	0.00	0.00	0.00	1.00
3110099E03Rik	0.00	0.00	0.00	0.00	0.00	0.00
3200001D21Rik	0.00	0.00	0.00	0.00	0.00	0.00
3300002I08Rik	27.24	15.03	18.95	13.09	15.31	35.86
3300002P13Rik	0.00	0.00	0.00	0.00	0.00	0.00
3300005D01Rik	0.00	0.00	0.00	0.00	1.00	0.00
3425401B19Rik	3.00	2.00	0.00	0.00	0.00	0.00
3632454L22Rik	0.00	0.00	0.00	0.00	0.00	0.00
3830403N18Rik	14.68	13.48	8.71	37.27	14.78	43.43
3830406C13Rik	223.00	189.00	156.00	257.00	235.00	274.00
3830408C21Rik	30.00	33.00	14.00	21.00	25.00	30.00
3830417A13Rik	2.00	4.00	4.00	6.00	8.00	7.00
3830432H09Rik	2.00	6.00	6.00	3.00	1.00	5.00
3930402G23Rik	5.00	5.00	3.00	7.00	0.00	5.00
4430402I18Rik	5.00	4.00	9.00	2.00	4.00	8.00
4631405J19Rik	0.00	0.00	0.00	0.00	0.00	0.00
4632404H12Rik	34.00	17.00	20.00	38.00	20.00	41.00
4632415L05Rik	243.00	178.00	152.00	238.00	236.00	299.00
4632427E13Rik	74.00	65.00	40.00	70.00	61.00	76.00
4632428C04Rik	1.00	0.00	0.00	0.00	1.00	0.00
4732414G09Rik	2.00	0.00	0.00	0.00	0.00	1.00
4732416N19Rik	2.00	2.00	1.00	1.00	5.00	0.00
4732471J01Rik	8.00	9.00	3.00	9.76	11.00	9.71
4732490B19Rik	0.00	2.00	0.00	1.00	0.00	0.00
4732491K20Rik	36.00	23.00	17.00	41.00	31.00	39.00
4831407H17Rik	2.00	0.00	0.00	0.00	1.00	0.00
4831440E17Rik	6.00	8.00	4.00	13.00	11.00	11.00
4833411C07Rik	0.00	0.00	1.00	0.00	0.00	0.00
4833412C05Rik	0.00	0.00	0.00	0.00	0.00	0.00
4833415N18Rik	0.00	0.00	0.00	0.00	0.00	1.00
4833417C18Rik	0.00	1.00	2.00	3.00	1.00	2.00
4833418N02Rik	6.00	13.00	9.00	16.00	6.00	9.00
4833419F23Rik	0.00	0.00	0.00	4.00	4.00	2.00
4833420G17Rik	549.00	421.00	321.00	693.00	556.00	690.00
4833422C13Rik	4.00	8.00	2.00	12.00	10.00	13.00
4833422M21Rik	0.00	1.00	0.00	0.00	1.00	0.00
4833423E24Rik	0.00	0.00	0.00	0.00	0.00	0.00
4833427F10Rik	0.00	0.00	0.00	0.00	0.00	0.00
4833427G06Rik	8.00	4.00	7.00	8.00	5.00	12.00
4833428L15Rik	0.00	0.00	0.00	0.00	0.00	1.00
4833438C02Rik	58.00	23.00	28.00	33.00	40.00	31.00
4833439L19Rik	3097.41	2623.43	2047.52	3469.87	3018.43	3442.75
4921504A21Rik	7.00	4.00	3.00	2.00	1.00	5.00
4921504E06Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921507G05Rik	1.00	0.00	0.00	1.00	1.00	1.00
4921507P07Rik	32.00	13.00	15.00	19.00	21.00	15.00
4921508D12Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921509C19Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921509O07Rik	0.00	2.00	1.00	0.00	0.00	1.00
4921511C10Rik	0.00	0.00	0.00	1.00	0.00	0.00
4921511C20Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921511I17Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921511M17Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921513H07Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921513I03Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921515E04Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921517D22Rik	0.00	0.00	0.00	1.00	0.00	0.00
4921518K17Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921524J17Rik	329.00	263.00	181.00	402.00	346.00	417.00
4921524L21Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921525O09Rik	0.00	0.00	0.00	0.00	0.00	1.00
4921529L05Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921530L21Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921531C22Rik	61.00	60.00	36.00	62.00	42.00	54.00
4921531P14Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921533I20Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921534H16Rik	0.00	0.00	0.00	0.00	0.00	0.00
4921536K21Rik	16.00	22.00	9.00	17.00	16.00	20.00
4921539E11Rik	0.00	0.00	0.00	0.00	0.00	0.00
4922502B01Rik	0.00	0.00	0.00	0.00	0.00	1.00
4922502D21Rik	0.00	0.00	0.00	0.00	0.00	0.00
4922502H24Rik	0.00	0.00	0.00	0.00	0.00	0.00
4922502N22Rik	0.00	0.00	0.00	1.00	0.00	0.00
4930401C15Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930401O10Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930401O12Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930402F06Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930402F11Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930402H24Rik	2506.00	2011.00	1590.00	2372.00	1860.00	2197.00
4930402K13Rik	0.00	1.00	0.00	0.00	0.00	0.00
4930404A05Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930404H11Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930404I05Rik	0.00	1.00	0.00	0.00	0.00	0.00
4930404N11Rik	3.00	0.00	3.00	2.00	4.00	3.00
4930405A10Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930405A21Rik	9.00	2.00	4.00	4.00	1.00	4.00
4930405D11Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930405J17Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930405L22Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930405O22Rik	5.00	0.00	5.00	10.00	2.00	3.00
4930406D18Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930407G08Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930407I10Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930407I19Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930412B13Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930412C18Rik	10.00	1.00	4.00	8.00	6.00	8.00
4930412O13Rik	0.00	1.00	0.00	2.00	0.00	1.00
4930413E15Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930413F20Rik	3.00	0.00	0.00	2.00	0.00	3.00
4930413G21Rik	3.00	9.00	3.00	9.00	4.00	3.00
4930413M19Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930414N06Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930415L06Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930415O20Rik	0.00	1.00	0.00	0.00	0.00	2.00
4930417O13Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930417O22Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930419G24Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930422M22Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930423M02Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930425K10Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930425L21Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930425O10Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930426D05Rik	0.00	0.00	0.00	0.00	0.00	1.00
4930426L09Rik	13.00	11.00	9.00	25.00	13.00	15.00
4930428D20Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930428E07Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930428G15Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930428O21Rik	0.00	0.00	0.00	0.00	0.00	1.00
4930429B21Rik	25.00	23.00	19.00	24.00	25.00	23.00
4930429D17Rik	2.00	2.00	0.00	0.00	0.00	0.00
4930429F11Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930429F24Rik	2.00	1.00	2.00	2.00	4.00	3.00
4930429H19Rik	0.00	0.00	0.00	0.00	0.00	1.00
4930430A15Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930430F08Rik	155.00	131.00	88.00	158.00	146.00	218.00
4930430F21Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930430J02Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930431F12Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930431P03Rik	0.00	0.00	1.00	0.00	0.00	0.00
4930431P22Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930432J09Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930432K21Rik	93.00	69.00	32.00	58.00	67.00	97.00
4930432L08Rik	0.00	0.00	0.00	1.00	1.00	0.00
4930432M17Rik	1.00	0.00	0.00	0.00	0.00	0.00
4930432O09Rik	1.00	0.00	0.00	1.00	1.00	0.00
4930433B08Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930433I11Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930433N12Rik	2.00	2.00	2.00	1.00	0.00	2.00
4930434J06Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930435F18Rik	1.00	0.00	0.00	0.00	0.00	0.00
4930438E09Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930440C22Rik	0.00	0.00	0.00	20.00	18.00	15.00
4930440I19Rik	0.00	2.00	0.00	0.00	0.00	0.00
4930441H08Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930441J16Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930442J19Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930442L01Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930443O20Rik	0.00	0.00	0.00	1.00	1.00	2.00
4930444F02Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930444G20Rik	0.00	0.00	0.00	2.70	2.66	0.00
4930444M15Rik	0.00	0.00	0.00	1.00	0.00	0.00
4930444P10Rik	0.00	1.00	1.00	3.00	0.00	0.00
4930445N18Rik	1.00	1.00	1.00	2.00	0.00	3.00
4930447A16Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930447C04Rik	27.00	32.00	14.00	55.00	42.00	39.00
4930447F24Rik	3.00	3.00	1.00	2.00	2.00	2.00
4930447J18Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930447K03Rik	1.02	0.00	2.04	1.02	1.02	0.00
4930447M23Rik	7.00	12.00	5.00	18.00	15.00	12.00
4930447N08Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930448C13Rik	0.00	0.00	0.00	0.00	1.00	0.00
4930448F12Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930448H16Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930448I06Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930448I18Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930448K20Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930449E01Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930449E18Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930449I24Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930451G09Rik	32.00	22.00	29.00	32.00	36.00	43.00
4930451I11Rik	0.00	1.00	0.00	0.00	0.00	0.00
4930452A19Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930452B06Rik	101.00	94.00	52.00	25.00	26.00	43.00
4930452G13Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930452N14Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930453H23Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930453L07Rik	0.00	0.00	0.00	1.00	0.00	0.00
4930453N24Rik	3036.00	2409.00	1860.00	806.00	759.00	945.00
4930455B14Rik	0.00	0.00	1.00	267.00	174.00	193.00
4930455C13Rik	0.00	0.00	0.00	1.00	1.00	1.00
4930455D15Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930455F16Rik	0.00	0.00	0.00	0.00	0.00	0.00
4930455G09Rik	0.00	1.00	0.00	3.00	0.00	0.00
4930455H04Rik	0.00	0.00	0.00	0.00	0.00	0.00
